Data,Abertura,Alta,Baixa,Fechamento,Fechamento Ajustado,Volume,Amplitude,MA7,MA14,MA30,Retorno Diário,True Range (TR),Average True Range (ATR),Relative Strength Index (RSI),Porcentagem de crescimento anual,Porcentagem de crescimento diário,Crescimento Diário Absoluto,Dia,Mês
2014-07-02,14.539999961853027,14.619999885559082,14.279999732971191,14.4399995803833,5.063654899597168,14356200,0.3400001525878906,14.68428557259696,15.21428564616612,,-0.008922451418245325,0.3400001525878906,0.46499994822910856,32.19178775658973,-0.7361140433601032,-0.8922451418245325,-0.13000011444091797,Quarta-feira,Julho
2014-07-03,14.359999656677246,14.550000190734863,14.25,14.489999771118164,5.081188678741455,12192700,0.3000001907348633,14.614285605294365,15.115714209420341,,0.003462617187523165,0.3000001907348633,0.4542856897626604,23.25582083053176,-0.7361140433601032,0.3462617187523165,0.05000019073486328,Quinta-feira,Julho
2014-07-07,14.609999656677246,14.630000114440918,14.329999923706055,14.449999809265137,5.06716251373291,11475200,0.3000001907348633,14.57285703931536,15.019285610743932,,-0.0027605219106183743,0.3000001907348633,0.45428575788225445,23.529416164585413,-0.7361140433601032,-0.2760521910618374,-0.039999961853027344,Segunda-feira,Julho
2014-07-08,14.550000190734863,14.5600004196167,14.380000114440918,14.470000267028809,5.07417631149292,9399000,0.18000030517578125,14.525714193071638,14.944285597120013,,0.0013841147423994116,0.18000030517578125,0.4200000081743513,27.07425035637823,-0.7361140433601032,0.13841147423994116,0.020000457763671875,Terça-feira,Julho
2014-07-09,14.59000015258789,15.239999771118164,14.5,14.979999542236328,5.253016471862793,27803000,0.7399997711181641,14.575714111328125,14.8757141658238,,0.03524528443649011,0.7399997711181641,0.4235714503696987,29.8319491042882,-0.7361140433601032,3.524528443649011,0.5099992752075195,Quarta-feira,Julho
2014-07-10,14.819999694824219,15.260000228881836,14.670000076293945,15.199999809265137,5.330162525177002,18335400,0.5900001525878906,14.657142639160156,14.840714182172503,,0.01468626660558403,0.5900001525878906,0.4385714530944824,39.574483109023944,-0.7361140433601032,1.468626660558403,0.2200002670288086,Quinta-feira,Julho
2014-07-11,15.100000381469727,15.359999656677246,14.880000114440918,15.1899995803833,5.326657295227051,16135000,0.4799995422363281,14.745714051382881,14.799999850136894,,-0.0006579098031133102,0.4799995422363281,0.4521428516932896,37.55458115199599,-0.7361140433601032,-0.06579098031133102,-0.010000228881835938,Sexta-feira,Julho
2014-07-14,15.550000190734863,16.040000915527344,15.520000457763672,15.880000114440918,5.56861686706543,42565000,0.5200004577636719,14.951428413391113,14.817856992994036,,0.04542465787482297,0.5200004577636719,0.47357150486537386,54.38596138994072,-0.7361140433601032,4.542465787482297,0.6900005340576172,Segunda-feira,Julho
2014-07-15,16.110000610351562,16.110000610351562,15.630000114440918,15.84000015258789,5.554591178894043,31940600,0.48000049591064453,15.144285610743932,14.879285608019147,,-0.002518889267302482,0.48000049591064453,0.42785726274762836,69.19642781116582,-0.7361140433601032,-0.2518889267302482,-0.039999961853027344,Terça-feira,Julho
2014-07-16,16.0,16.059999465942383,15.760000228881836,16.0,5.610698699951172,20397900,0.2999992370605469,15.365714209420341,14.969285624367851,,0.010101000370632551,0.2999992370605469,0.4121429579598563,79.1666482701863,-0.7361140433601032,1.0101000370632551,0.15999984741210938,Quarta-feira,Julho
2014-07-17,15.979999542236328,16.43000030517578,15.770000457763672,16.030000686645508,5.621218681335449,30600300,0.6599998474121094,15.588571412222725,15.057142802647181,,0.0018750429153442383,0.6599998474121094,0.4300001008169992,78.87322367133817,-0.7361140433601032,0.18750429153442383,0.030000686645507812,Quinta-feira,Julho
2014-07-18,16.81999969482422,17.229999542236328,16.65999984741211,17.079999923706055,5.989419460296631,46361000,0.5699996948242188,15.888571466718401,15.232142789023262,,0.06550213300585161,0.5699996948242188,0.44714294161115375,90.69765526112765,-0.7361140433601032,6.5502133005851615,1.0499992370605469,Sexta-feira,Julho
2014-07-21,17.15999984741211,17.549999237060547,16.860000610351562,17.420000076293945,6.108645915985107,29754300,0.6899986267089844,16.20571436200823,15.431428500584193,,0.019906332207647814,0.6899986267089844,0.471428530556815,91.64177387907016,-0.7361140433601032,1.9906332207647814,0.3400001525878906,Segunda-feira,Julho
2014-07-22,17.639999389648438,17.700000762939453,17.270000457763672,17.6200008392334,6.178781986236572,27201200,0.43000030517578125,16.552857398986816,15.64928572518485,15.469666639963785,0.011481100003646105,0.43000030517578125,0.46999992643083843,93.69627045206873,-0.7361140433601032,1.1481100003646105,0.20000076293945312,Terça-feira,Julho
2014-07-23,17.170000076293945,17.3700008392334,16.93000030517578,17.149999618530273,6.013964653015137,26178200,0.4400005340576172,16.73428589957101,15.842857156481061,15.531333287556967,-0.026674301834118008,0.4400005340576172,0.4771428108215332,85.37856485316787,-0.7361140433601032,-2.667430183411801,-0.470001220703125,Quarta-feira,Julho
2014-07-24,17.139999389648438,17.15999984741211,16.809999465942383,17.06999969482422,5.98591423034668,20306900,0.35000038146972656,16.910000119890487,16.02714286531721,15.578333282470703,-0.004664718687201419,0.35000038146972656,0.4807142530168806,83.41966633279851,-0.7361140433601032,-0.4664718687201419,-0.07999992370605469,Quinta-feira,Julho
2014-07-25,17.059999465942383,17.329999923706055,17.030000686645508,17.190000534057617,6.027994155883789,12025700,0.2999992370605469,17.080000196184432,16.222857202802384,15.635333315531414,0.0070299262670627805,0.2999992370605469,0.48071418489728657,84.77155283944181,-0.7361140433601032,0.702992626706278,0.12000083923339844,Sexta-feira,Julho
2014-07-28,17.1200008392334,17.190000534057617,16.8700008392334,17.030000686645508,5.971887588500977,10037200,0.31999969482421875,17.222857339041575,16.40571437563215,15.67400000890096,-0.009307727890706552,0.31999969482421875,0.49071414130074636,81.3725327492238,-0.7361140433601032,-0.9307727890706552,-0.15999984741210938,Segunda-feira,Julho
2014-07-29,16.860000610351562,17.18000030517578,16.469999313354492,16.59000015258789,5.817591667175293,18772500,0.7100009918212891,17.15285737173898,16.52071441922869,15.700333340962727,-0.025836788979266112,0.7100009918212891,0.48857137135096956,70.07480033504613,-0.7361140433601032,-2.583678897926611,-0.4400005340576172,Terça-feira,Julho
2014-07-30,16.600000381469727,16.790000915527344,16.389999389648438,16.579999923706055,5.814085483551025,15083500,0.40000152587890625,17.03285734994071,16.61928585597447,15.735666656494141,-0.000602786545500833,0.40000152587890625,0.4750000408717564,68.157877103132,-0.7361140433601032,-0.0602786545500833,-0.010000228881835938,Quarta-feira,Julho
2014-07-31,16.110000610351562,16.31999969482422,15.770000457763672,15.9399995803833,5.589658737182617,24199200,0.5499992370605469,16.79285717010498,16.6728572845459,15.735666656494141,-0.03860074464823626,0.5499992370605469,0.48000001907348633,58.46500341428004,-0.7361140433601032,-3.8600744648236263,-0.6400003433227539,Quinta-feira,Julho
2014-08-01,15.949999809265137,16.030000686645508,15.520000457763672,15.819999694824219,5.547577381134033,17677700,0.5100002288818359,16.602857181004115,16.668571540287562,15.73999999364217,-0.007528223884444851,0.5100002288818359,0.47928571701049805,49.222793190969156,-0.7361140433601032,-0.7528223884444851,-0.11999988555908203,Sexta-feira,Agosto
2014-08-04,15.880000114440918,16.110000610351562,15.65999984741211,16.09000015258789,5.642258167266846,11656700,0.4500007629394531,16.462857246398926,16.686428683144705,15.75099999109904,0.01706703305765589,0.4500007629394531,0.4771428789411272,53.056231754292696,-0.7361140433601032,1.706703305765589,0.2700004577636719,Segunda-feira,Agosto
2014-08-05,16.0,16.5,15.869999885559082,16.079999923706055,5.638752460479736,21045900,0.630000114440918,16.304285730634415,16.692142963409424,15.76599998474121,-0.0006215182589807133,0.630000114440918,0.5007143701825824,51.015226337647775,-0.7361140433601032,-0.06215182589807133,-0.010000228881835938,Terça-feira,Agosto
2014-08-06,16.15999984741211,16.760000228881836,16.030000686645508,16.59000015258789,5.817591667175293,17740000,0.7299995422363281,16.241428511483328,16.73214292526245,15.81966667175293,0.031716432294876196,0.7299995422363281,0.5057143483843122,56.3348300109392,-0.7361140433601032,3.1716432294876196,0.5100002288818359,Quarta-feira,Agosto
2014-08-07,16.850000381469727,16.899999618530273,16.100000381469727,16.360000610351562,5.736939430236816,18162000,0.7999992370605469,16.208571434020996,16.68071440287999,15.873666699727377,-0.0138637456371844,0.7999992370605469,0.5221428871154785,40.00002119273788,-0.7361140433601032,-1.38637456371844,-0.22999954223632812,Quinta-feira,Agosto
2014-08-08,15.920000076293945,15.989999771118164,15.699999809265137,15.9399995803833,5.589658737182617,19287500,0.28999996185302734,16.117142813546316,16.575000081743514,15.911666679382325,-0.025672433636861336,0.28999996185302734,0.4935715539114816,29.891325333364435,-0.7361140433601032,-2.5672433636861336,-0.4200010299682617,Sexta-feira,Agosto
2014-08-11,16.06999969482422,16.479999542236328,15.9399995803833,16.459999084472656,5.772005081176758,17463600,0.5399999618530273,16.191428456987655,16.492142813546316,15.97266664505005,0.032622303499260985,0.5399999618530273,0.5014286722455706,35.49999189377604,-0.7361140433601032,3.2622303499260985,0.5199995040893555,Segunda-feira,Agosto
2014-08-12,16.3799991607666,16.579999923706055,16.1299991607666,16.18000030517578,5.673818588256836,12867200,0.4500007629394531,16.242857115609304,16.42285714830671,16.024333318074543,-0.017010862385831382,0.4500007629394531,0.5021429743085589,37.27035480676713,-0.7361140433601032,-1.7010862385831382,-0.279998779296875,Terça-feira,Agosto
2014-08-13,16.34000015258789,16.43000030517578,15.229999542236328,15.460000038146973,5.421337127685547,62840500,1.2000007629394531,16.152857099260604,16.307857172829763,16.053999996185304,-0.04449939761734678,1.2000007629394531,0.5628572872706822,31.91012319538636,-0.7361140433601032,-4.449939761734678,-0.7200002670288086,Quarta-feira,Agosto
2014-08-14,15.5600004196167,15.729999542236328,15.25,15.460000038146973,5.421337127685547,22654000,0.4799995422363281,16.064285687037877,16.184285708836146,16.08800001144409,0.0,0.4799995422363281,0.5757144519260952,30.023093009656776,-0.7361140433601032,0.0,0.0,Quinta-feira,Agosto
2014-08-15,15.859999656677246,16.549999237060547,15.84000015258789,16.510000228881836,5.789539337158203,30850800,0.7099990844726562,16.05285712650844,16.147142818995885,16.155333360036213,0.0679172178618388,0.7099990844726562,0.6035715511866978,45.01915386818981,-0.7361140433601032,6.79172178618388,1.0500001907348633,Sexta-feira,Agosto
2014-08-18,17.0,17.010000228881836,16.450000762939453,16.860000610351562,5.912273406982422,27672800,0.5599994659423828,16.12428569793701,16.166428565979004,16.235666720072427,0.021199295979260624,0.5599994659423828,0.5928571564810616,52.63158286108184,-0.7361140433601032,2.1199295979260624,0.35000038146972656,Segunda-feira,Agosto
2014-08-19,16.84000015258789,17.469999313354492,16.81999969482422,17.459999084472656,6.122674465179443,24600000,0.6499996185302734,16.34142848423549,16.229285648890905,16.335333347320557,0.03558709682090466,0.6499996185302734,0.6107141630990165,57.69230127975773,-0.7361140433601032,3.5587096820904662,0.5999984741210938,Terça-feira,Agosto
2014-08-20,17.360000610351562,17.850000381469727,17.34000015258789,17.68000030517578,6.1998209953308105,26720200,0.5100002288818359,16.515714372907365,16.35357141494751,16.425333372751872,0.012600299670048276,0.5100002288818359,0.6078570910862514,66.41510058654566,-0.7361140433601032,1.2600299670048276,0.220001220703125,Quarta-feira,Agosto
2014-08-21,17.8799991607666,17.889999389648438,17.530000686645508,17.729999542236328,6.217355728149414,18781300,0.3599987030029297,16.73714283534459,16.489999975476945,16.509666697184244,0.002828011097143923,0.3599987030029297,0.5971426963806152,68.26003838038005,-0.7361140433601032,0.2828011097143923,0.049999237060546875,Quinta-feira,Agosto
2014-08-22,17.520000457763672,17.540000915527344,17.079999923706055,17.200000762939453,6.031501293182373,19794000,0.46000099182128906,16.9857143674578,16.5692857333592,16.576666736602782,-0.029892768921641166,0.46000099182128906,0.5978569984436035,60.109299109903624,-0.7361140433601032,-2.9892768921641166,-0.529998779296875,Sexta-feira,Agosto
2014-08-25,17.56999969482422,18.1200008392334,17.450000762939453,18.079999923706055,6.340088844299316,27012300,0.6700000762939453,17.36000006539481,16.712142876216344,16.650000063578286,0.05116273963561224,0.6700000762939453,0.6007141385759626,65.72327836207853,-0.7361140433601032,5.116273963561224,0.8799991607666016,Segunda-feira,Agosto
2014-08-26,18.559999465942383,18.610000610351562,18.020000457763672,18.229999542236328,6.3926897048950195,30494700,0.5900001525878906,17.60571425301688,16.82928568976266,16.729666709899902,0.008296439113011145,0.5900001525878906,0.5907141821725028,63.6666702694386,-0.7361140433601032,0.8296439113011145,0.14999961853027344,Terça-feira,Agosto
2014-08-27,18.5,19.31999969482422,18.290000915527344,19.209999084472656,6.736344814300537,37132000,1.029998779296875,17.941428320748464,17.032857009342738,16.836666679382326,0.05375751875175894,1.029998779296875,0.607142720903669,71.11111173904517,-0.7361140433601032,5.375751875175894,0.9799995422363281,Quarta-feira,Agosto
2014-08-28,19.1299991607666,19.479999542236328,18.93000030517578,19.1200008392334,6.704784393310547,29716100,0.5499992370605469,18.178571428571427,17.25999995640346,16.939666684468587,-0.004684968741721751,0.5499992370605469,0.6257140977042062,74.7663904028773,-0.7361140433601032,-0.4684968741721751,-0.08999824523925781,Quinta-feira,Agosto
2014-08-29,19.489999771118164,19.739999771118164,19.0,19.56999969482422,6.862584590911865,40683900,0.7399997711181641,18.448571341378347,17.482142857142858,17.022666676839194,0.023535503966476856,0.7399997711181641,0.6399997983660016,74.48822173328628,-0.7361140433601032,2.3535503966476856,0.4499988555908203,Sexta-feira,Agosto
2014-09-02,19.799999237060547,20.8700008392334,19.520000457763672,20.649999618530273,7.241307735443115,49083800,1.3500003814697266,18.86571420942034,17.801428522382462,17.13033332824707,0.05518650692629734,1.3500003814697266,0.7042854854038784,81.25876314070963,-0.7361140433601032,5.518650692629734,1.0799999237060547,Terça-feira,Setembro
2014-09-03,20.829999923706055,20.940000534057617,19.959999084472656,20.290000915527344,7.115067481994629,38635700,0.9800014495849609,19.30714280264718,18.14642858505249,17.219333330790203,-0.017433351557056942,0.9800014495849609,0.6885712487357003,85.56705693385916,-0.7361140433601032,-1.7433351557056942,-0.3599987030029297,Quarta-feira,Setembro
2014-09-04,19.68000030517578,20.299999237060547,19.309999465942383,19.329999923706055,6.778425693511963,37845200,0.9899997711181641,19.485714231218612,18.42285714830671,17.292000007629394,-0.04731399450488094,0.9899997711181641,0.7249998365129743,74.96776270396803,-0.7361140433601032,-4.7313994504880945,-0.9600009918212891,Quinta-feira,Setembro
2014-09-05,19.530000686645508,19.84000015258789,19.040000915527344,19.3799991607666,6.795957565307617,32745100,0.7999992370605469,19.64999989100865,18.627857072012766,17.368999989827476,0.0025866134122032314,0.7999992370605469,0.7314284188406808,71.2592753762426,-0.7361140433601032,0.25866134122032314,0.049999237060546875,Sexta-feira,Setembro
2014-09-08,19.84000015258789,19.850000381469727,18.18000030517578,18.350000381469727,6.434769630432129,61194600,1.6700000762939453,19.527142933436803,18.734285627092635,17.407666651407876,-0.05314751413312924,1.6700000762939453,0.8107141767229352,60.02692881832803,-0.7361140433601032,-5.314751413312924,-1.029998779296875,Segunda-feira,Setembro
2014-09-09,18.360000610351562,18.559999465942383,17.6299991607666,17.829999923706055,6.252421855926514,35616700,0.9300003051757812,19.342857088361466,18.760714258466447,17.434333292643228,-0.028337899016546153,0.9300003051757812,0.830714225769043,52.51701499385106,-0.7361140433601032,-2.8337899016546153,-0.5200004577636719,Terça-feira,Setembro
2014-09-10,17.559999465942383,17.81999969482422,17.059999465942383,17.3799991607666,6.094621658325195,35542300,0.7600002288818359,19.02999986921038,18.739285605294363,17.460666592915853,-0.025238405208356185,0.7600002288818359,0.8485713686261859,48.02109861883159,-0.7361140433601032,-2.5238405208356185,-0.4500007629394531,Quarta-feira,Setembro
2014-09-11,17.6200008392334,17.969999313354492,17.350000381469727,17.6299991607666,6.182287216186523,33384700,0.6199989318847656,18.598571232387,18.73214272090367,17.495666567484538,0.014384350521969402,0.6199989318847656,0.867142813546317,49.357323453029785,-0.7361140433601032,1.4384350521969402,0.25,Quinta-feira,Setembro
2014-09-12,16.969999313354492,17.18000030517578,16.110000610351562,16.3799991607666,5.743951320648193,52947100,1.0699996948242188,18.039999553135463,18.673571177891322,17.510333220163982,-0.07090187518452762,1.0699996948242188,0.9107141494750977,45.17645791656802,-0.7361140433601032,-7.090187518452762,-1.25,Sexta-feira,Setembro
2014-09-15,16.34000015258789,16.739999771118164,16.290000915527344,16.540000915527344,5.800058841705322,31166900,0.4499988555908203,17.64142826625279,18.563571248735702,17.534333260854087,0.009768117396732112,0.4499988555908203,0.8949997765677316,40.10283015838109,-0.7361140433601032,0.9768117396732112,0.1600017547607422,Segunda-feira,Setembro
2014-09-16,17.190000534057617,18.09000015258789,17.1299991607666,17.510000228881836,6.1402082443237305,53258600,0.9600009918212891,17.374285561697825,18.512142726353236,17.58166659673055,0.058645662615645966,0.9600009918212891,0.9214284079415458,45.81395580937595,-0.7361140433601032,5.864566261564597,0.9699993133544922,Terça-feira,Setembro
2014-09-17,18.079999923706055,18.09000015258789,17.520000457763672,17.610000610351562,6.1752753257751465,33129600,0.5699996948242188,17.268571308680944,18.397857121058873,17.632666619618735,0.005711043984156117,0.5699996948242188,0.8885713304792132,39.63731210015462,-0.7361140433601032,0.5711043984156117,0.10000038146972656,Quarta-feira,Setembro
2014-09-18,17.459999084472656,17.6299991607666,16.969999313354492,17.09000015258789,5.992927551269531,31174300,0.6599998474121094,17.162857055664062,18.252857072012766,17.6493332862854,-0.02952870185921541,0.6599998474121094,0.8964285169328962,37.54600747446669,-0.7361140433601032,-2.952870185921541,-0.5200004577636719,Quinta-feira,Setembro
2014-09-19,17.079999923706055,17.149999618530273,16.540000915527344,16.780000686645508,5.884219646453857,25333800,0.6099987030029297,17.07714298793248,18.053571428571427,17.663333288828532,-0.01813923131507056,0.6099987030029297,0.8871427263532367,32.58427635171127,-0.7361140433601032,-1.8139231315070559,-0.3099994659423828,Sexta-feira,Setembro
2014-09-22,15.829999923706055,16.200000762939453,15.65999984741211,16.110000610351562,5.649271011352539,40386800,0.5400009155273438,16.860000337873185,17.72928578513009,17.668999989827473,-0.03992848920603265,0.5400009155273438,0.8292856216430664,20.131586971705232,-0.7361140433601032,-3.9928489206032647,-0.6700000762939453,Segunda-feira,Setembro
