date,home_team,away_team,home_team_continent,away_team_continent,home_team_fifa_rank,away_team_fifa_rank,home_team_total_fifa_points,away_team_total_fifa_points,home_team_score,away_team_score,tournament,city,country,neutral_location,shoot_out,home_team_result,home_team_goalkeeper_score,away_team_goalkeeper_score,home_team_mean_defense_score,home_team_mean_offense_score,home_team_mean_midfield_score,away_team_mean_defense_score,away_team_mean_offense_score,away_team_mean_midfield_score
1993-11-29,Senegal,Mauritania,Africa,Africa,63,144,0,0,4,0,AmílcarCabralCup,Freetown,SierraLeone,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1993-11-30,Ghana,Guinea,Africa,Africa,41,62,0,0,1,0,Friendly,Freetown,SierraLeone,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1993-11-30,SierraLeone,Gambia,Africa,Africa,84,153,0,0,1,1,AmílcarCabralCup,Freetown,SierraLeone,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
1993-11-30,Tahiti,Fiji,Oceania,Oceania,138,107,0,0,3,0,Friendly,Papeete,FrenchPolynesia,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1993-12-01,Kenya,Uganda,Africa,Africa,72,95,0,0,2,1,Friendly,Nairobi,Kenya,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1993-12-01,Mali,Mauritania,Africa,Africa,75,144,0,0,0,0,AmílcarCabralCup,Freetown,SierraLeone,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
1993-12-01,Senegal,Guinea-Bissau,Africa,Africa,63,132,0,0,0,0,AmílcarCabralCup,Freetown,SierraLeone,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
1993-12-03,Gambia,Senegal,Africa,Africa,153,63,0,0,0,2,AmílcarCabralCup,Freetown,SierraLeone,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
1993-12-03,SierraLeone,Mali,Africa,Africa,84,75,0,0,2,0,AmílcarCabralCup,Freetown,SierraLeone,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1993-12-05,Gambia,Mali,Africa,Africa,153,75,0,0,2,0,AmílcarCabralCup,Freetown,SierraLeone,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1993-12-05,SierraLeone,Senegal,Africa,Africa,84,63,0,0,2,0,AmílcarCabralCup,Freetown,SierraLeone,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1993-12-05,USA,ElSalvador,NorthAmerica,NorthAmerica,27,65,0,0,7,0,Friendly,MissionViejo,USA,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1993-12-06,Tanzania,Uganda,Africa,Africa,101,95,0,0,1,0,Friendly,Nairobi,Kenya,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1993-12-10,Bangladesh,Myanmar,Asia,Asia,122,109,0,0,3,1,Friendly,Dhaka,Bangladesh,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1993-12-10,Kenya,Tanzania,Africa,Africa,72,101,0,0,2,1,Friendly,Nairobi,Kenya,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1993-12-15,Argentina,Germany,SouthAmerica,Europe,9,3,0,0,2,1,Friendly,Miami,USA,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1993-12-16,Mexico,Brazil,NorthAmerica,SouthAmerica,17,4,0,0,0,1,Friendly,Guadalajara,Mexico,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
1993-12-18,USA,Germany,NorthAmerica,Europe,27,3,0,0,0,3,Friendly,PaloAlto,USA,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
1993-12-19,Mali,"CôtedIvoire",Africa,Africa,75,34,0,0,0,1,Friendly,Bamako,Mali,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
1993-12-22,Mexico,Germany,NorthAmerica,Europe,17,3,0,0,0,0,Friendly,MexicoCity,Mexico,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
1993-12-29,Ghana,Egypt,Africa,Africa,37,26,0,0,0,0,Friendly,Accra,Ghana,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
1993-12-31,Ghana,Tunisia,Africa,Africa,37,32,0,0,1,1,Friendly,Accra,Ghana,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
1994-01-02,Barbados,Grenada,NorthAmerica,NorthAmerica,114,143,0,0,0,0,Friendly,Bridgetown,Barbados,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
1994-01-02,Ghana,Egypt,Africa,Africa,37,26,0,0,2,1,Friendly,Accra,Ghana,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-01-05,Mali,BurkinaFaso,Africa,Africa,70,127,0,0,1,1,Friendly,Bamako,Mali,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
1994-01-09,Mauritania,Mali,Africa,Africa,144,70,0,0,1,3,Friendly,Nouakchott,Mauritania,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
1994-01-11,Thailand,Nigeria,Asia,Africa,69,18,0,0,1,1,Friendly,Bangkok,Thailand,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
1994-01-15,USA,Norway,NorthAmerica,Europe,22,4,0,0,2,1,Friendly,Tempe,USA,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-01-18,Guinea,"CôtedIvoire",Africa,Africa,63,33,0,0,3,0,Friendly,Conakry,Guinea,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-01-19,CostaRica,Norway,NorthAmerica,Europe,42,4,0,0,0,0,Friendly,SanDiego,USA,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
1994-01-19,Mexico,Bulgaria,NorthAmerica,Europe,16,31,0,0,1,1,Friendly,SanDiego,USA,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
1994-01-19,Spain,Portugal,Europe,Europe,5,20,0,0,2,2,Friendly,Vigo,Spain,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
1994-01-19,Tunisia,Netherlands,Africa,Europe,32,7,0,0,2,2,Friendly,Tunis,Tunisia,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
1994-01-22,USA,Switzerland,NorthAmerica,Europe,22,12,0,0,1,1,Friendly,Fullerton,USA,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
1994-01-23,Barbados,PuertoRico,NorthAmerica,NorthAmerica,114,105,0,0,0,1,CFUCaribbeanCupqualification,Bridgetown,Barbados,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
1994-01-23,Mali,Senegal,Africa,Africa,70,56,0,0,1,0,Friendly,Bamako,Mali,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-01-23,SaudiArabia,ChinaPR,Asia,Asia,38,53,0,0,1,0,Friendly,Riyadh,SaudiArabia,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-01-23,Suriname,Guyana,SouthAmerica,SouthAmerica,117,136,0,0,2,0,CFUCaribbeanCupqualification,Paramaribo,Suriname,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-01-25,Grenada,PuertoRico,NorthAmerica,NorthAmerica,143,105,0,0,1,0,CFUCaribbeanCupqualification,Bridgetown,Barbados,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-01-25,Qatar,Finland,Asia,Europe,54,45,0,0,1,0,Friendly,Doha,Qatar,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-01-26,Mexico,Switzerland,NorthAmerica,Europe,16,12,0,0,1,5,Friendly,Oakland,USA,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
1994-01-26,SaudiArabia,ChinaPR,Asia,Asia,38,53,0,0,1,1,Friendly,Riyadh,SaudiArabia,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
1994-01-27,Barbados,Grenada,NorthAmerica,NorthAmerica,114,143,0,0,3,2,CFUCaribbeanCupqualification,Bridgetown,Barbados,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-01-27,Qatar,Finland,Asia,Europe,54,45,0,0,0,0,Friendly,Doha,Qatar,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
1994-01-28,Venezuela,Colombia,SouthAmerica,SouthAmerica,93,21,0,0,1,2,Friendly,Barinas,Venezuela,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
1994-01-29,BurkinaFaso,Guinea,Africa,Africa,127,63,0,0,1,1,Friendly,Ouagadougou,BurkinaFaso,False,Yes,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-01-29,"CôtedIvoire",Niger,Africa,Africa,33,81,0,0,5,3,Friendly,Ouagadougou,BurkinaFaso,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-01-29,USA,Russia,NorthAmerica,Europe,22,14,0,0,1,1,Friendly,Seattle,USA,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
1994-01-30,BurkinaFaso,"CôtedIvoire",Africa,Africa,127,33,0,0,0,1,Friendly,Ouagadougou,BurkinaFaso,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
1994-01-30,Guinea,Niger,Africa,Africa,63,81,0,0,1,3,Friendly,Ouagadougou,BurkinaFaso,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
1994-01-30,Oman,Finland,Asia,Europe,97,45,0,0,0,2,Friendly,Muscat,Oman,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
1994-01-30,Senegal,Mali,Africa,Africa,56,70,0,0,0,0,Friendly,Dakar,Senegal,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
1994-02-01,Oman,Finland,Asia,Europe,97,45,0,0,1,1,Friendly,Muscat,Oman,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
1994-02-02,Egypt,Morocco,Africa,Africa,26,30,0,0,1,1,UnitedArabEmiratesFriendshipTournament,Sharjah,UnitedArabEmirates,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
1994-02-02,Mexico,Russia,NorthAmerica,Europe,16,14,0,0,1,4,Friendly,Oakland,USA,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
1994-02-02,UnitedArabEmirates,Slovakia,Asia,Europe,51,150,0,0,0,1,UnitedArabEmiratesFriendshipTournament,Sharjah,UnitedArabEmirates,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
1994-02-04,Egypt,Slovakia,Africa,Europe,26,150,0,0,1,0,UnitedArabEmiratesFriendshipTournament,Sharjah,UnitedArabEmirates,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-02-04,Oman,Kenya,Asia,Africa,97,74,0,0,1,0,Friendly,Muscat,Oman,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-02-04,UnitedArabEmirates,Morocco,Asia,Africa,51,30,0,0,1,1,UnitedArabEmiratesFriendshipTournament,Sharjah,UnitedArabEmirates,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
1994-02-06,Morocco,Slovakia,Africa,Europe,30,150,0,0,2,1,UnitedArabEmiratesFriendshipTournament,Sharjah,UnitedArabEmirates,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-02-06,Oman,Kenya,Asia,Africa,97,74,0,0,2,0,Friendly,Muscat,Oman,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-02-06,SaudiArabia,Colombia,Asia,SouthAmerica,38,21,0,0,1,1,Friendly,Jeddah,SaudiArabia,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
1994-02-06,UnitedArabEmirates,Egypt,Asia,Africa,51,26,0,0,0,1,UnitedArabEmiratesFriendshipTournament,Dubai,UnitedArabEmirates,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
1994-02-07,Gambia,Senegal,Africa,Africa,125,56,0,0,0,0,Friendly,Banjul,Gambia,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
1994-02-08,Malta,Tunisia,Europe,Africa,83,32,0,0,1,1,MaltaInternationalTournament,Attard,Malta,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
1994-02-09,Spain,Poland,Europe,Europe,5,28,0,0,1,1,Friendly,SantaCruzdeTenerife,Spain,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
1994-02-10,Slovenia,Tunisia,Europe,Africa,134,32,0,0,2,2,MaltaInternationalTournament,Attard,Malta,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
1994-02-12,Malawi,Zambia,Africa,Africa,67,27,0,0,0,3,Friendly,Blantyre,Malawi,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
1994-02-12,Malta,Slovenia,Europe,Europe,83,134,0,0,0,1,MaltaInternationalTournament,Attard,Malta,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
1994-02-13,Malawi,Zambia,Africa,Africa,67,27,0,0,0,2,Friendly,Blantyre,Malawi,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
1994-02-13,Romania,USA,Europe,NorthAmerica,13,22,0,0,2,1,LunarNewYearCup,Kowloon,HongKong,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-02-16,Italy,France,Europe,Europe,7,14,0,0,0,1,Friendly,Naples,Italy,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
1994-02-16,KoreaRepublic,Romania,Asia,Europe,42,18,0,0,1,2,Friendly,Changwon,KoreaRepublic,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
1994-02-16,Malta,Belgium,Europe,Europe,83,26,0,0,1,0,Friendly,Attard,Malta,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-02-18,Colombia,Sweden,SouthAmerica,Europe,20,10,0,0,0,0,Friendly,Miami,USA,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
1994-02-18,USA,Bolivia,NorthAmerica,SouthAmerica,21,55,0,0,1,1,Friendly,Miami,USA,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
1994-02-20,Bolivia,Colombia,SouthAmerica,SouthAmerica,55,20,0,0,0,2,Friendly,Miami,USA,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
1994-02-20,USA,Sweden,NorthAmerica,Europe,21,10,0,0,1,3,Friendly,Miami,USA,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
1994-02-23,Mali,Ghana,Africa,Africa,61,35,0,0,0,0,Friendly,Bamako,Mali,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
1994-02-23,Morocco,Finland,Africa,Europe,28,41,0,0,0,0,Friendly,Casablanca,Morocco,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
1994-02-24,Mexico,Sweden,NorthAmerica,Europe,17,10,0,0,2,1,Friendly,Fresno,USA,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-02-26,Colombia,KoreaRepublic,SouthAmerica,Asia,20,42,0,0,2,2,Friendly,MontereyPark,USA,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
1994-02-26,Zimbabwe,Zambia,Africa,Africa,46,30,0,0,2,2,Friendly,Harare,Zimbabwe,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
1994-02-27,Gabon,Senegal,Africa,Africa,62,60,0,0,0,0,Friendly,Moanda,Gabon,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
1994-03-02,Mexico,Colombia,NorthAmerica,SouthAmerica,17,20,0,0,0,0,Friendly,MexicoCity,Mexico,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
1994-03-05,USA,KoreaRepublic,NorthAmerica,Asia,21,42,0,0,1,0,Friendly,MontereyPark,USA,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-03-06,CaymanIslands,Jamaica,NorthAmerica,NorthAmerica,153,81,0,0,3,2,CFUCaribbeanCupqualification,WestBay,CaymanIslands,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-03-09,Cyprus,Estonia,Europe,Europe,75,109,0,0,2,0,Friendly,Paralímni,Cyprus,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-03-09,England,Denmark,Europe,Europe,12,4,0,0,1,0,Friendly,London,England,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-03-09,Hungary,Switzerland,Europe,Europe,49,8,0,0,1,2,Friendly,Budapest,Hungary,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
1994-03-09,Nigeria,Ghana,Africa,Africa,15,35,0,0,0,0,Friendly,Lagos,Nigeria,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
1994-03-09,Wales,Norway,Europe,Europe,27,5,0,0,1,3,Friendly,Cardiff,Wales,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
1994-03-10,DominicanRepublic,Haiti,NorthAmerica,NorthAmerica,152,145,0,0,0,1,CFUCaribbeanCupqualification,SantoDomingo,DominicanRepublic,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
1994-03-12,USA,KoreaRepublic,NorthAmerica,Asia,21,42,0,0,1,1,Friendly,Fullerton,USA,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
1994-03-12,Zambia,Zimbabwe,Africa,Africa,30,46,0,0,2,1,Friendly,Lusaka,Zambia,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-03-15,Israel,Ukraine,Europe,Europe,54,90,0,0,1,0,Friendly,Haifa,Israel,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-03-16,Egypt,Cameroon,Africa,Africa,25,26,0,0,0,0,Friendly,Cairo,Egypt,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
1994-03-17,Tunisia,Niger,Africa,Africa,32,80,0,0,4,2,Friendly,Tunis,Tunisia,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-03-19,Angola,Gabon,Africa,Africa,124,61,0,0,2,1,Friendly,Luanda,Angola,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-03-22,France,Chile,Europe,SouthAmerica,15,55,0,0,3,1,Friendly,Lyon,France,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-03-23,Austria,Hungary,Europe,Europe,35,52,0,0,1,1,Friendly,Linz,Austria,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
1994-03-23,Brazil,Argentina,SouthAmerica,SouthAmerica,2,8,0,0,2,0,Friendly,Recife,Brazil,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-03-23,Germany,Italy,Europe,Europe,1,11,0,0,2,1,Friendly,Stuttgart,Germany,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-03-23,Greece,Poland,Europe,Europe,34,24,0,0,0,0,Friendly,Salonica,Greece,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
1994-03-23,RepublicofIreland,Russia,Europe,Europe,13,16,0,0,0,0,Friendly,Dublin,RepublicofIreland,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
1994-03-23,Luxembourg,Morocco,Europe,Africa,116,29,0,0,1,2,Friendly,Luxembourg,Luxembourg,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
1994-03-23,NorthernIreland,Romania,Europe,Europe,42,10,0,0,2,0,Friendly,Belfast,NorthernIreland,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-03-23,Scotland,Netherlands,Europe,Europe,30,9,0,0,0,1,Friendly,Glasgow,Scotland,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
1994-03-23,Spain,Croatia,Europe,Europe,6,125,0,0,0,2,Friendly,Valencia,Spain,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
1994-03-26,Nigeria,Gabon,Africa,Africa,18,61,0,0,3,0,AfricanCupofNations,Tunis,Tunisia,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-03-26,SaudiArabia,Chile,Asia,SouthAmerica,36,55,0,0,0,2,Friendly,Riyadh,SaudiArabia,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
1994-03-26,Tunisia,Mali,Africa,Africa,32,57,0,0,0,2,AfricanCupofNations,Tunis,Tunisia,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
1994-03-26,USA,Bolivia,NorthAmerica,SouthAmerica,21,56,0,0,2,2,Friendly,Dallas,USA,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
1994-03-27,Ghana,Guinea,Africa,Africa,31,62,0,0,1,0,AfricanCupofNations,Sousse,Tunisia,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-03-27,"CôtedIvoire",SierraLeone,Africa,Africa,28,73,0,0,4,0,AfricanCupofNations,Sousse,Tunisia,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-03-28,Egypt,Gabon,Africa,Africa,25,61,0,0,4,0,AfricanCupofNations,Tunis,Tunisia,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-03-29,Senegal,Guinea,Africa,Africa,58,62,0,0,2,1,AfricanCupofNations,Sousse,Tunisia,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-03-29,Zambia,SierraLeone,Africa,Africa,22,73,0,0,0,0,AfricanCupofNations,Sousse,Tunisia,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
1994-03-30,Malta,Slovakia,Europe,Europe,78,60,0,0,1,2,Friendly,Attard,Malta,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
1994-03-30,Nigeria,Egypt,Africa,Africa,18,25,0,0,0,0,AfricanCupofNations,Tunis,Tunisia,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
1994-03-31,Ghana,Senegal,Africa,Africa,31,58,0,0,1,0,AfricanCupofNations,Sousse,Tunisia,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-03-31,Zambia,"CôtedIvoire",Africa,Africa,22,28,0,0,1,0,AfricanCupofNations,Sousse,Tunisia,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-04-02,Egypt,Mali,Africa,Africa,25,57,0,0,0,1,AfricanCupofNations,Tunis,Tunisia,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
1994-04-03,Ghana,"CôtedIvoire",Africa,Africa,31,28,0,0,1,2,AfricanCupofNations,Sousse,Tunisia,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
1994-04-03,Zambia,Senegal,Africa,Africa,22,58,0,0,1,0,AfricanCupofNations,Sousse,Tunisia,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-04-06,Hungary,Slovenia,Europe,Europe,52,123,0,0,0,1,Friendly,Szombathely,Hungary,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
1994-04-06,Nigeria,"CôtedIvoire",Africa,Africa,18,28,0,0,2,2,AfricanCupofNations,Tunis,Tunisia,True,Yes,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-04-06,Zambia,Mali,Africa,Africa,22,57,0,0,4,0,AfricanCupofNations,Tunis,Tunisia,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-04-07,CaymanIslands,Haiti,NorthAmerica,NorthAmerica,140,147,0,0,2,3,CFUCaribbeanCup,SanFernando,TrinidadandTobago,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
1994-04-07,Colombia,Bolivia,SouthAmerica,SouthAmerica,20,56,0,0,0,1,Friendly,Villavicencio,Colombia,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
1994-04-09,Suriname,CaymanIslands,SouthAmerica,NorthAmerica,109,140,0,0,2,0,CFUCaribbeanCup,SanFernando,TrinidadandTobago,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-04-10,"CôtedIvoire",Mali,Africa,Africa,28,57,0,0,3,1,AfricanCupofNations,Tunis,Tunisia,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-04-10,Nigeria,Zambia,Africa,Africa,18,22,0,0,2,1,AfricanCupofNations,Tunis,Tunisia,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-04-11,Suriname,Haiti,SouthAmerica,NorthAmerica,109,147,0,0,1,1,CFUCaribbeanCup,SanFernando,TrinidadandTobago,True,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
1994-04-13,Poland,SaudiArabia,Europe,Asia,24,36,0,0,1,0,Friendly,Cannes,France,True,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-04-14,TrinidadandTobago,Suriname,SouthAmerica,SouthAmerica,93,109,0,0,3,2,CFUCaribbeanCup,PortofSpain,TrinidadandTobago,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-04-15,Oman,Bulgaria,Asia,Europe,83,23,0,0,1,1,Friendly,Muscat,Oman,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
1994-04-17,Colombia,Nigeria,SouthAmerica,Africa,20,18,0,0,1,0,Friendly,Armenia,Colombia,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-04-18,Tunisia,SaudiArabia,Africa,Asia,32,36,0,0,2,0,Friendly,Tunis,Tunisia,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-04-20,Argentina,Morocco,SouthAmerica,Africa,10,26,0,0,3,1,Friendly,Salta,Argentina,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-04-20,Austria,Scotland,Europe,Europe,36,31,0,0,1,2,Friendly,Vienna,Austria,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
1994-04-20,Denmark,Hungary,Europe,Europe,6,53,0,0,3,1,Friendly,Copenhagen,Denmark,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-04-20,Iceland,SaudiArabia,Europe,Asia,43,34,0,0,0,2,Friendly,Toulon,France,True,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
1994-04-20,Lithuania,Israel,Europe,Europe,87,52,0,0,1,1,Friendly,Vilnius,Lithuania,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
1994-04-20,Netherlands,RepublicofIreland,Europe,Europe,8,17,0,0,0,1,Friendly,Tilburg,Netherlands,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
1994-04-20,NorthernIreland,Liechtenstein,Europe,Europe,35,160,0,0,4,1,UEFAEuroqualification,Belfast,NorthernIreland,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-04-20,Norway,Portugal,Europe,Europe,3,22,0,0,0,0,Friendly,Oslo,Norway,False,No,Draw,nan,nan,nan,nan,nan,nan,nan,nan
1994-04-20,Romania,Bolivia,Europe,SouthAmerica,11,47,0,0,3,0,Friendly,Bucharest,Romania,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-04-20,Slovakia,Croatia,Europe,Europe,54,103,0,0,4,1,Friendly,Bratislava,Slovakia,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-04-20,Switzerland,CzechRepublic,Europe,Europe,4,63,0,0,3,0,Friendly,Zürich,Switzerland,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
1994-04-20,Turkey,Russia,Europe,Europe,57,12,0,0,0,1,Friendly,Bursa,Turkey,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
1994-04-20,Wales,Sweden,Europe,Europe,32,9,0,0,0,2,Friendly,Wrexham,Wales,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
1994-04-22,Eswatini,Mozambique,Africa,Africa,100,118,0,0,0,1,Friendly,Mbabane,Eswatini,False,No,Lose,nan,nan,nan,nan,nan,nan,nan,nan
1994-04-24,SouthAfrica,Zimbabwe,Africa,Africa,92,41,0,0,1,0,Friendly,Mafikeng,SouthAfrica,False,No,Win,nan,nan,nan,nan,nan,nan,nan,nan
