Data,Abertura,Alta,Baixa,Fechamento,Fechamento Ajustado,Volume,Amplitude,MA7,MA14,MA30,Retorno Diário,True Range (TR),Average True Range (ATR),Relative Strength Index (RSI),Porcentagem de crescimento anual,Porcentagem de crescimento diário,Crescimento Diário Absoluto,Dia,Mês
2015-02-20,18.930999755859375,19.184999465942383,18.79199981689453,19.183000564575195,19.183000564575195,65160000,0.39299964904785156,18.897142955235072,18.678928511483328,16.80104996363322,0.012295503549077491,0.39299964904785156,0.384357179914202,76.32390678151901,41.74975266241354,1.229550354907749,0.2329998016357422,Sexta-feira,Fevereiro
2015-02-23,19.172000885009766,19.226999282836914,18.899999618530273,19.006999969482422,19.006999969482422,43540000,0.3269996643066406,18.932857240949357,18.73489284515381,16.933849970499676,-0.009174820930662464,0.3269996643066406,0.3541785648890904,66.01923649880747,41.74975266241354,-0.9174820930662464,-0.17600059509277344,Segunda-feira,Fevereiro
2015-02-24,18.9325008392334,19.02400016784668,18.808000564575195,18.929500579833984,18.929500579833984,38416000,0.21599960327148438,18.94300024850028,18.78860718863351,17.06994997660319,-0.004077413046397083,0.21599960327148438,0.3424284798758371,65.1796735252695,41.74975266241354,-0.40774130463970826,-0.0774993896484375,Terça-feira,Fevereiro
2015-02-25,18.863500595092773,19.392499923706055,18.82699966430664,19.26849937438965,19.26849937438965,63490000,0.5655002593994141,18.968285969325475,18.862250055585587,17.226549943288166,0.01790849120006932,0.5655002593994141,0.3497142791748047,68.70465632757691,41.74975266241354,1.790849120006932,0.33899879455566406,Quarta-feira,Fevereiro
2015-02-26,19.203500747680664,19.4685001373291,19.163999557495117,19.239999771118164,19.239999771118164,53742000,0.3045005798339844,19.035214560372488,18.901214327130997,17.37664992014567,-0.0014790774682414964,0.3045005798339844,0.32539285932268414,61.71859058461221,41.74975266241354,-0.14790774682414964,-0.028499603271484375,Quinta-feira,Fevereiro
2015-02-27,19.200000762939453,19.29949951171875,18.989500045776367,19.007999420166016,19.007999420166016,50646000,0.3099994659423828,19.08371434892927,18.922214235578263,17.521466573079426,-0.012058230442414719,0.3099994659423828,0.32975006103515625,55.78738294948524,41.74975266241354,-1.205823044241472,-0.23200035095214844,Sexta-feira,Fevereiro
2015-03-02,19.042499542236328,19.295000076293945,18.974000930786133,19.283000946044922,19.283000946044922,42784000,0.3209991455078125,19.13128580365862,18.97614288330078,17.68598327636719,0.014467673309541018,0.3209991455078125,0.32692854745047434,64.35910420560205,41.74975266241354,1.4467673309541018,0.27500152587890625,Segunda-feira,Março
2015-03-03,19.197500228881836,19.30500030517578,19.079999923706055,19.230499267578125,19.230499267578125,38930000,0.22500038146972656,19.13807133265904,19.017607143947057,17.84243326187134,-0.0027226923140075687,0.22500038146972656,0.3223214830671038,61.34009978277313,41.74975266241354,-0.2722692314007569,-0.052501678466796875,Terça-feira,Março
2015-03-04,19.285499572753906,19.395000457763672,19.109500885009766,19.13599967956543,19.13599967956543,45182000,0.28549957275390625,19.1564998626709,19.04467855181013,17.99789991378784,-0.004914047560482082,0.28549957275390625,0.3212857927594866,57.44012293304956,41.74975266241354,-0.4914047560482082,-0.09449958801269531,Quarta-feira,Março
2015-03-05,19.280500411987305,19.42099952697754,19.194499969482422,19.39150047302246,19.39150047302246,53870000,0.2264995574951172,19.22249984741211,19.082750047956193,18.148866589864095,0.013351839346541716,0.2264995574951172,0.3183213642665318,59.86673276360036,41.74975266241354,1.3351839346541716,0.25550079345703125,Quinta-feira,Março
