Laurea_Maschi,Laurea_Femmine,Laurea_Totale,Diploma_Maschi,Diploma_Femmine,Diploma_Totale,Licenza Media_Maschi,Licenza Media_Femmine,Licenza Media_Totale,Licenza Elementare_Maschi,Licenza Elementare_Femmine,Licenza Elementare_Totale,Alfabeti_Maschi,Alfabeti_Femmine,Alfabeti_Totale,Analfabeti_Maschi,Analfabeti_Femmine,Analfabeti_Totale,Comune
94,141,235,426,401,827,320,296,616,185,252,437,64,106,170,4,10,14,Cittaducale
13,10,23,44,41,85,24,27,51,22,34,56,4,8,12,3,0,3,Montelparo
218,242,460,914,857,1771,872,826,1698,446,624,1070,204,282,486,10,18,28,Quarto d'Altino
17,21,38,108,86,194,83,69,152,46,76,122,10,21,31,4,2,6,Arena Po
70,116,186,237,218,455,215,156,371,111,143,254,58,85,143,4,9,13,Mirabello Sannitico
41,46,87,171,139,310,178,182,360,114,166,280,27,39,66,3,10,13,Quattordio
136,220,356,471,450,921,471,365,836,159,209,368,92,99,191,1,5,6,Cura Carpignano
70,71,141,266,236,502,389,341,730,263,259,522,117,147,264,38,66,104,San Lorenzo del Vallo
23,23,46,61,61,122,76,74,150,37,80,117,10,23,33,0,1,1,Falerone
53,87,140,294,272,566,328,306,634,157,214,371,52,70,122,1,5,6,San Raffaele Cimena
30,20,50,175,150,325,204,191,395,134,183,317,30,58,88,6,3,9,Piedimulera
33,37,70,121,108,229,77,87,164,48,70,118,24,46,70,4,7,11,Conza della Campania
66,72,138,211,202,413,186,147,333,108,120,228,31,63,94,1,3,4,Colli del Tronto
594,608,1202,1013,1159,2172,913,757,1670,378,553,931,201,298,499,19,88,107,Vallo della Lucania
210,270,480,870,700,1570,643,633,1276,385,699,1084,107,150,257,7,9,16,Fagagna
96,129,225,388,376,764,470,415,885,266,343,609,96,90,186,2,4,6,Gressan
10,20,30,45,55,100,63,45,108,43,59,102,10,17,27,0,0,0,Balestrino
41,53,94,199,190,389,283,261,544,185,181,366,51,58,109,2,15,17,Cadegliano-Viconago
52,58,110,294,372,666,785,647,1432,318,343,661,126,142,268,4,6,10,Comezzano-Cizzago
16,19,35,49,39,88,29,28,57,21,30,51,2,5,7,1,2,3,Chianche
102,154,256,425,401,826,377,342,719,202,343,545,55,87,142,2,10,12,Ameglia
10,18,28,47,58,105,68,48,116,33,30,63,6,11,17,0,1,1,Brissago-Valtravaglia
16,20,36,96,90,186,141,115,256,71,94,165,13,28,41,4,6,10,Ne
200,226,426,625,637,1262,434,404,838,204,345,549,94,136,230,4,10,14,Trevignano Romano
50,60,110,181,206,387,208,168,376,105,135,240,40,66,106,10,22,32,Sicignano degli Alburni
31,42,73,104,97,201,106,114,220,90,106,196,19,19,38,2,1,3,Cogne
13,16,29,51,76,127,87,75,162,51,65,116,24,38,62,4,6,10,Missanello
9,6,15,56,37,93,39,26,65,32,36,68,6,9,15,1,2,3,Nespolo
51,46,97,158,136,294,111,112,223,69,108,177,29,57,86,3,6,9,Ausonia
9,14,23,58,46,104,57,47,104,29,43,72,5,12,17,0,0,0,Cossombrato
548,584,1132,1458,1486,2944,1559,1335,2894,784,1213,1997,398,420,818,24,32,56,Casalmaggiore
129,175,304,527,568,1095,699,612,1311,406,513,919,145,168,313,16,24,40,Ponte Lambro
5,7,12,27,24,51,24,25,49,29,32,61,5,11,16,1,0,1,Fuipiano Valle Imagna
99,112,211,415,416,831,441,363,804,228,295,523,50,67,117,8,10,18,Casella
303,428,731,1656,1738,3394,1760,1460,3220,682,947,1629,298,395,693,11,35,46,San Cesareo
38,34,72,196,180,376,204,171,375,103,118,221,40,39,79,2,1,3,Palazzo Pignano
122,173,295,596,575,1171,882,699,1581,555,718,1273,159,276,435,30,73,103,Fragagnano
126,180,306,621,608,1229,622,550,1172,369,670,1039,118,154,272,5,6,11,Pizzighettone
362,409,771,1189,1172,2361,1367,1183,2550,694,1076,1770,263,259,522,19,33,52,Turate
44,65,109,219,190,409,228,171,399,109,149,258,46,78,124,8,21,29,Pietrafitta
310,348,658,928,920,1848,876,840,1716,479,785,1264,151,164,315,5,5,10,Sarnico
535,659,1194,1460,1440,2900,1251,1085,2336,538,860,1398,276,392,668,30,58,88,San Sebastiano al Vesuvio
266,316,582,828,808,1636,759,639,1398,427,603,1030,153,153,306,8,13,21,Capiago Intimiano
105,118,223,483,432,915,533,483,1016,282,379,661,83,121,204,4,8,12,San Vito di Leguzzano
431,522,953,1585,1605,3190,1698,1670,3368,871,1309,2180,281,355,636,30,53,83,Rivarolo Canavese
36,45,81,127,123,250,179,144,323,77,102,179,42,76,118,7,18,25,Castiglione Cosentino
55,64,119,176,160,336,172,138,310,139,141,280,49,82,131,4,30,34,San Fili
16,22,38,82,68,150,88,82,170,54,92,146,13,24,37,2,0,2,Bairo
89,133,222,499,415,914,556,481,1037,331,543,874,94,114,208,12,15,27,Crocetta del Montello
13,15,28,42,36,78,31,33,64,41,36,77,12,13,25,0,0,0,Barbaresco
113,173,286,489,493,982,652,574,1226,367,470,837,150,123,273,7,17,24,Centallo
91,122,213,363,391,754,387,323,710,232,289,521,73,73,146,3,3,6,Colverde
15,26,41,45,59,104,42,32,74,39,49,88,3,16,19,0,1,1,Altidona
11,19,30,75,51,126,117,87,204,107,106,213,26,59,85,2,11,13,Liscia
98,139,237,612,609,1221,937,769,1706,428,591,1019,170,165,335,8,17,25,Osio Sopra
6,4,10,37,25,62,50,37,87,22,27,49,9,14,23,1,3,4,Provaglio Val Sabbia
7,5,12,28,26,54,42,34,76,32,26,58,8,24,32,10,13,23,Buonvicino
13,14,27,61,51,112,87,64,151,73,86,159,20,16,36,8,9,17,Volongo
485,649,1134,2071,2061,4132,2316,1944,4260,907,1341,2248,382,464,846,21,34,55,Cesate
6,7,13,47,46,93,48,32,80,20,32,52,5,3,8,0,1,1,Nucetto
108,126,234,515,502,1017,612,524,1136,374,446,820,91,106,197,6,8,14,Dovera
47,63,110,226,229,455,266,231,497,177,231,408,37,43,80,7,10,17,Cassano Spinola
66,95,161,217,216,433,189,184,373,139,171,310,45,55,100,3,4,7,Polpenazze del Garda
7,12,19,42,47,89,60,47,107,43,39,82,19,17,36,0,4,4,Castel Gabbiano
9,19,28,93,90,183,125,107,232,77,110,187,26,20,46,2,3,5,Varisella
102,124,226,555,606,1161,667,528,1195,221,272,493,161,157,318,5,6,11,Zibido San Giacomo
2588,2700,5288,4706,4973,9679,3222,3178,6400,1481,2128,3609,760,853,1613,25,46,71,Segrate
254,338,592,1120,1228,2348,1129,902,2031,680,956,1636,166,183,349,12,15,27,Inveruno
26,36,62,65,61,126,68,50,118,31,51,82,9,13,22,1,2,3,Salerano Canavese
31,58,89,200,196,396,213,153,366,104,171,275,36,44,80,3,1,4,Niardo
7,17,24,54,57,111,68,66,134,50,67,117,18,18,36,4,3,7,Lesegno
6,23,29,88,86,174,106,75,181,37,50,87,13,15,28,1,0,1,San Didero
81,107,188,343,346,689,396,355,751,269,400,669,58,77,135,5,6,11,Carpignano Sesia
108,166,274,661,623,1284,858,749,1607,363,491,854,156,191,347,8,22,30,Sant'Ambrogio di Torino
392,456,848,1630,1494,3124,1506,1380,2886,797,1229,2026,307,313,620,15,25,40,Creazzo
52,87,139,408,339,747,473,399,872,254,419,673,82,106,188,4,9,13,Albaredo d'Adige
40,34,74,181,178,359,179,142,321,120,154,274,37,39,76,2,2,4,Bressanvido
46,100,146,297,254,551,272,215,487,147,167,314,61,97,158,1,7,8,Bagnara di Romagna
17,22,39,76,87,163,141,98,239,91,113,204,19,37,56,3,8,11,Olevano di Lomellina
495,617,1112,1571,1481,3052,1431,1346,2777,897,1301,2198,254,387,641,9,13,22,Montegrotto Terme
11,16,27,42,47,89,63,44,107,38,55,93,10,12,22,3,1,4,Castelspina
69,63,132,328,309,637,478,394,872,249,351,600,93,113,206,10,11,21,Gambellara
24,30,54,71,66,137,79,59,138,40,61,101,8,10,18,0,1,1,Premeno
155,212,367,843,837,1680,1502,1150,2652,584,830,1414,364,468,832,59,110,169,Striano
151,150,301,501,482,983,438,431,869,219,336,555,86,83,169,3,3,6,Lazise
8,13,21,47,43,90,76,55,131,52,90,142,27,33,60,4,9,13,Oliveto Lucano
56,88,144,206,168,374,188,141,329,139,200,339,24,52,76,5,7,12,Collelongo
294,400,694,988,1024,2012,1205,885,2090,660,765,1425,287,398,685,77,117,194,Montalbano Jonico
14,21,35,51,56,107,50,48,98,21,32,53,12,14,26,0,1,1,Montechiarugolo
81,91,172,403,350,753,633,480,1113,269,345,614,104,113,217,13,11,24,Montello
57,69,126,361,311,672,353,318,671,270,369,639,70,97,167,2,7,9,Muzzana del Turgnano
339,429,768,1552,1448,3000,1625,1386,3011,763,1230,1993,340,385,725,19,25,44,Spresiano
8,11,19,55,77,132,78,69,147,62,77,139,6,23,29,1,2,3,Varsi
4,8,12,29,26,55,43,28,71,25,23,48,7,5,12,0,1,1,Borgo Priolo
125,142,267,521,488,1009,697,579,1276,367,511,878,136,124,260,4,8,12,Paladina
327,454,781,1541,1515,3056,1925,1651,3576,842,1073,1915,330,314,644,11,12,23,Castel Mella
19,24,43,59,58,117,56,53,109,37,66,103,15,9,24,1,1,2,Antignano
54,81,135,254,269,523,295,242,537,145,227,372,52,38,90,2,7,9,Solferino
289,395,684,1177,1100,2277,1157,1036,2193,561,776,1337,218,268,486,4,17,21,Mestrino
27,24,51,103,102,205,117,95,212,91,110,201,37,58,95,9,26,35,Savignano Irpino
1,1,2,13,6,19,14,5,19,8,12,20,1,1,2,0,0,0,Valbrevenna
58,52,110,231,164,395,120,129,249,88,147,235,40,87,127,2,5,7,Lama dei Peligni
8,5,13,62,52,114,57,47,104,21,54,75,9,16,25,0,1,1,Sant'Urbano
224,265,489,1013,921,1934,1582,1369,2951,619,855,1474,356,419,775,67,137,204,Cesa
14,14,28,30,49,79,47,43,90,43,41,84,8,21,29,0,0,0,Besenzone
0,1,1,20,16,36,26,18,44,16,30,46,2,2,4,1,0,1,Paganico Sabino
6,10,16,24,40,64,66,51,117,44,48,92,6,9,15,1,3,4,Villanova Truschedu
177,281,458,718,831,1549,871,662,1533,506,703,1209,223,301,524,36,58,94,Piana degli Albanesi
47,60,107,276,326,602,480,357,837,210,220,430,78,71,149,6,7,13,Caselle Lurani
146,234,380,676,560,1236,486,434,920,271,412,683,113,165,278,10,37,47,Aquino
53,79,132,180,143,323,94,100,194,55,98,153,35,31,66,4,15,19,Circello
37,52,89,150,172,322,276,191,467,130,163,293,55,64,119,14,22,36,Graniti
10,7,17,34,36,70,46,31,77,19,37,56,5,8,13,0,0,0,Vanzone con San Carlo
4,11,15,21,26,47,70,51,121,45,50,95,14,23,37,3,4,7,Villa Verde
18,13,31,59,57,116,93,69,162,42,62,104,7,9,16,1,0,1,Cassina Valsassina
713,882,1595,2207,2176,4383,2067,1845,3912,1110,1822,2932,419,459,878,35,63,98,Codogno
113,124,237,334,362,696,469,387,856,313,361,674,129,166,295,33,43,76,Montevago
102,129,231,437,414,851,563,516,1079,281,338,619,155,177,332,36,55,91,Piedimonte Etneo
340,337,677,990,1120,2110,1445,1277,2722,993,1365,2358,500,705,1205,175,186,361,Campobello di Mazara
66,68,134,156,183,339,231,212,443,221,269,490,77,104,181,16,22,38,San Pier Niceto
93,117,210,524,513,1037,523,480,1003,291,368,659,91,163,254,18,19,37,Pace del Mela
558,564,1122,1965,1982,3947,2000,1535,3535,985,1632,2617,348,424,772,10,31,41,Casalpusterlengo
72,89,161,370,287,657,268,281,549,207,295,502,73,122,195,3,11,14,Sigillo
51,95,146,342,311,653,695,519,1214,365,490,855,162,232,394,22,46,68,Faggiano
14,19,33,100,83,183,106,82,188,58,103,161,10,25,35,4,9,13,Morolo
44,58,102,123,109,232,161,144,305,78,114,192,41,66,107,8,20,28,Laino Borgo
190,247,437,637,558,1195,537,520,1057,289,379,668,128,182,310,9,16,25,Novafeltria
81,140,221,291,338,629,435,274,709,286,404,690,85,118,203,3,12,15,Cerreto Guidi
1348,1644,2992,4532,4315,8847,4404,4024,8428,2478,3949,6427,786,1163,1949,82,85,167,Piombino
115,123,238,348,342,690,304,251,555,150,199,349,70,128,198,11,22,33,San Salvatore Telesino
21,35,56,88,120,208,197,162,359,128,161,289,22,47,69,1,6,7,Bonnanaro
12,22,34,116,128,244,311,244,555,120,121,241,54,75,129,14,7,21,San Basilio
33,45,78,146,166,312,349,277,626,161,143,304,59,105,164,15,24,39,Furtei
14,33,47,73,100,173,113,101,214,58,55,113,16,38,54,3,1,4,Girasole
110,119,229,444,461,905,531,390,921,281,314,595,135,164,299,32,89,121,Mileto
9,7,16,38,30,68,47,27,74,34,38,72,10,7,17,1,1,2,Castel di Tora
2095,2626,4721,5852,5975,11827,5737,4412,10149,3340,5008,8348,1206,1653,2859,82,110,192,Cascina
30,30,60,125,122,247,186,142,328,106,128,234,25,67,92,1,7,8,Bassano in Teverina
89,125,214,397,426,823,556,458,1014,343,355,698,176,243,419,53,130,183,Saracena
904,1131,2035,3446,3582,7028,3571,2937,6508,1807,2374,4181,628,748,1376,42,63,105,Seveso
19,9,28,44,38,82,44,41,85,28,31,59,7,15,22,3,20,23,Polia
166,206,372,802,749,1551,1161,886,2047,573,788,1361,207,220,427,16,15,31,Bonate Sotto
25,28,53,125,103,228,123,118,241,53,99,152,12,30,42,1,3,4,Gavorrano
12,7,19,36,39,75,50,46,96,32,40,72,7,16,23,0,1,1,Roccantica
12,18,30,65,59,124,52,48,100,35,61,96,17,19,36,2,2,4,Castel San Pietro Romano
65,95,160,277,296,573,286,235,521,155,210,365,56,51,107,6,7,13,Monvalle
140,194,334,827,789,1616,1225,983,2208,708,855,1563,260,429,689,16,35,51,Solesino
6,3,9,23,22,45,28,24,52,19,34,53,3,4,7,1,0,1,Cornovecchio
42,54,96,307,229,536,313,276,589,159,267,426,54,89,143,2,1,3,Torviscosa
23,33,56,128,115,243,114,93,207,73,105,178,16,23,39,1,0,1,Campolongo Tapogliano
327,386,713,1555,1515,3070,1705,1454,3159,814,1200,2014,334,363,697,9,17,26,Castel d'Azzano
50,55,105,291,232,523,280,297,577,204,256,460,59,100,159,3,6,9,Orgiano
1112,1362,2474,3971,3903,7874,4632,3713,8345,2281,3111,5392,1153,1486,2639,155,318,473,Gragnano
1316,1644,2960,3803,3602,7405,2922,2721,5643,1240,2288,3528,482,768,1250,34,65,99,Tivoli
52,99,151,402,386,788,555,506,1061,284,329,613,86,77,163,2,4,6,Artogne
33,61,94,266,218,484,239,209,448,151,189,340,32,40,72,2,3,5,Spinadesco
126,161,287,375,397,772,463,414,877,254,270,524,79,82,161,4,12,16,Saint-Pierre
12,21,33,35,44,79,42,35,77,23,40,63,5,10,15,2,0,2,Comano
33,59,92,186,196,382,248,199,447,130,175,305,60,61,121,3,4,7,Busano
3,4,7,22,16,38,23,22,45,10,28,38,3,1,4,1,0,1,Sueglio
246,281,527,621,615,1236,619,571,1190,285,477,762,128,132,260,8,8,16,Malgrate
161,202,363,867,881,1748,1088,924,2012,626,721,1347,268,374,642,56,46,102,Melilli
951,1100,2051,3358,3421,6779,4783,4213,8996,2335,3144,5479,1260,1603,2863,397,411,808,Partinico
28,53,81,104,137,241,205,155,360,109,143,252,46,86,132,4,5,9,Suni
20,25,45,41,39,80,51,40,91,43,45,88,26,29,55,2,10,12,Cosoleto
119,133,252,616,560,1176,852,688,1540,498,614,1112,200,323,523,15,31,46,Canino
428,616,1044,1741,1626,3367,2316,1772,4088,1159,1477,2636,620,895,1515,106,215,321,Laterza
59,72,131,233,286,519,339,254,593,215,271,486,55,93,148,5,6,11,Marradi
68,65,133,184,207,391,250,170,420,162,238,400,44,67,111,3,2,5,Vinci
28,51,79,126,131,257,165,98,263,93,131,224,40,52,92,1,6,7,Campoli Appennino
25,46,71,194,156,350,263,206,469,123,178,301,41,69,110,2,2,4,Scandriglia
67,75,142,424,378,802,488,403,891,224,379,603,88,132,220,4,9,13,Sant'Oreste
13,15,28,76,77,153,106,92,198,70,76,146,19,26,45,1,3,4,Matrice
41,47,88,169,150,319,163,137,300,96,124,220,86,98,184,35,57,92,Castelsaraceno
34,51,85,118,125,243,266,182,448,121,125,246,41,73,114,5,13,18,Atzara
10,12,22,50,57,107,78,50,128,32,55,87,17,31,48,14,22,36,San Floro
68,107,175,388,391,779,435,326,761,243,328,571,88,117,205,6,8,14,Savignano sul Panaro
145,155,300,418,389,807,356,309,665,155,235,390,72,90,162,1,2,3,Arcugnano
172,198,370,673,691,1364,649,534,1183,432,605,1037,192,222,414,16,38,54,Busseto
34,36,70,157,116,273,143,160,303,129,148,277,60,83,143,13,20,33,Acquaformosa
38,44,82,164,163,327,438,392,830,213,247,460,126,134,260,58,110,168,Fabrizia
482,603,1085,1626,1681,3307,1797,1484,3281,877,1114,1991,449,618,1067,70,242,312,Taurianova
23,28,51,92,91,183,119,76,195,63,66,129,28,44,72,14,27,41,Fornelli
333,390,723,1055,992,2047,1473,1337,2810,923,1070,1993,448,764,1212,80,149,229,Racale
637,904,1541,2699,2902,5601,3590,3061,6651,2273,2577,4850,902,1322,2224,193,412,605,Fasano
173,266,439,909,890,1799,1031,836,1867,439,745,1184,137,196,333,15,19,34,Arcola
67,83,150,266,262,528,227,190,417,91,121,212,48,33,81,0,2,2,Calliano
21,22,43,112,117,229,113,79,192,77,106,183,30,75,105,13,26,39,Montauro
10,15,25,66,55,121,60,60,120,36,63,99,12,16,28,0,4,4,Isola Sant'Antonio
32,38,70,110,110,220,156,134,290,76,115,191,23,34,57,1,4,5,Refrancore
9,19,28,48,35,83,62,56,118,61,74,135,8,10,18,1,0,1,Vinadio
5,7,12,18,21,39,53,29,82,15,22,37,7,8,15,1,4,5,Acquafondata
81,88,169,150,162,312,122,107,229,76,158,234,30,46,76,0,2,2,Monteroduni
25,27,52,188,129,317,88,91,179,49,77,126,17,26,43,1,0,1,Peio
24,46,70,149,139,288,144,140,284,82,102,184,30,28,58,0,1,1,Carisolo
192,259,451,580,572,1152,591,619,1210,302,527,829,106,121,227,6,11,17,Torre Pellice
90,111,201,318,301,619,220,181,401,207,264,471,100,179,279,50,102,152,Oriolo
102,118,220,410,338,748,372,334,706,215,337,552,83,78,161,2,4,6,Longare
27,39,66,190,166,356,248,253,501,169,183,352,105,133,238,31,51,82,San Mauro Forte
333,344,677,1134,1017,2151,1076,1196,2272,407,666,1073,140,222,362,7,17,24,Grado
117,161,278,379,293,672,274,272,546,196,245,441,98,172,270,19,44,63,Tramutola
43,76,119,222,269,491,391,267,658,203,300,503,66,118,184,5,10,15,Gambassi Terme
1932,2254,4186,6134,6398,12532,4786,4303,9089,1941,3083,5024,878,1283,2161,47,92,139,Ciampino
97,142,239,442,494,936,547,427,974,296,345,641,111,147,258,8,10,18,Marano sul Panaro
3,4,7,8,6,14,8,11,19,9,23,32,2,1,3,0,0,0,Lusevera
1545,1935,3480,5169,5328,10497,6877,5615,12492,3530,4180,7710,1987,2486,4473,296,562,858,Gravina in Puglia
14,23,37,54,52,106,61,53,114,36,46,82,13,18,31,3,1,4,Collazzone
143,147,290,371,422,793,386,261,647,176,232,408,62,116,178,23,60,83,San Marco Argentano
110,184,294,768,720,1488,1093,959,2052,441,537,978,196,218,414,7,26,33,Volvera
35,45,80,140,127,267,142,136,278,83,108,191,21,30,51,1,1,2,Casalborgone
2,5,7,7,8,15,19,11,30,15,10,25,2,0,2,0,0,0,Groscavallo
46,59,105,164,153,317,260,186,446,119,167,286,31,36,67,2,6,8,Bollengo
846,1180,2026,2624,2826,5450,3206,2546,5752,2384,2959,5343,725,1116,1841,56,90,146,Poggibonsi
214,283,497,593,579,1172,749,650,1399,472,553,1025,161,264,425,9,23,32,Monteroni d'Arbia
5,6,11,30,21,51,21,23,44,17,27,44,1,2,3,0,0,0,Cantalupo Ligure
18,26,44,74,63,137,117,84,201,47,80,127,20,32,52,1,4,5,Campagnatico
353,354,707,871,817,1688,1014,915,1929,589,851,1440,177,183,360,6,7,13,Ponteranica
24,26,50,132,112,244,141,111,252,68,91,159,50,49,99,30,60,90,Orsomarso
257,349,606,913,961,1874,1118,1043,2161,545,854,1399,207,249,456,6,26,32,Asola
739,891,1630,3135,3178,6313,3957,3478,7435,1888,2594,4482,736,819,1555,47,99,146,Carmagnola
13,17,30,60,60,120,95,78,173,78,102,180,12,10,22,1,0,1,Carisio
133,170,303,787,796,1583,1032,994,2026,570,778,1348,164,215,379,11,41,52,Crescentino
130,157,287,498,541,1039,500,465,965,272,396,668,101,109,210,6,9,15,Cherasco
91,111,202,369,424,793,538,441,979,274,419,693,108,86,194,5,8,13,Ornavasso
87,101,188,330,303,633,253,217,470,147,212,359,107,178,285,39,112,151,Montecalvo Irpino
78,86,164,312,304,616,395,382,777,223,325,548,75,77,152,4,12,16,Castagnole delle Lanze
24,35,59,54,68,122,42,31,73,33,28,61,11,7,18,0,0,0,Cella Monte
442,588,1030,1731,1706,3437,1854,1604,3458,777,1108,1885,403,582,985,107,250,357,Sala Consilina
54,89,143,259,237,496,283,294,577,158,319,477,53,80,133,2,3,5,Fratta Polesine
13,8,21,25,32,57,37,35,72,27,27,54,9,4,13,0,1,1,Diano Arentino
10,19,29,78,52,130,72,58,130,31,70,101,9,12,21,1,1,2,Morsasco
63,97,160,287,288,575,362,313,675,192,276,468,48,60,108,2,4,6,Donnas
0,4,4,20,14,34,15,6,21,17,22,39,3,2,5,0,0,0,Costa Vescovato
373,494,867,1223,1276,2499,1381,1258,2639,733,1034,1767,263,293,556,19,44,63,Besozzo
20,32,52,100,79,179,92,85,177,94,92,186,19,41,60,4,11,15,Montaquila
3,7,10,27,26,53,27,16,43,8,15,23,0,7,7,0,2,2,Belveglio
22,42,64,157,146,303,173,157,330,97,139,236,37,59,96,1,2,3,Rotello
3118,3549,6667,7592,7480,15072,7064,6336,13400,3419,5434,8853,1366,1649,3015,123,214,337,Gallarate
25,42,67,130,110,240,96,89,185,64,94,158,21,29,50,3,5,8,Torano Nuovo
26,41,67,128,148,276,159,129,288,90,119,209,20,35,55,0,1,1,Brusimpiano
12,23,35,104,95,199,169,142,311,90,118,208,43,79,122,15,30,45,Pietrapertosa
133,150,283,439,475,914,529,458,987,180,229,409,73,100,173,3,4,7,Aldeno
310,404,714,1226,1225,2451,1268,1072,2340,647,982,1629,262,239,501,19,23,42,Mozzate
39,47,86,142,139,281,178,131,309,83,112,195,31,23,54,2,0,2,Castelmarte
503,573,1076,1360,1468,2828,1403,1411,2814,730,1141,1871,220,280,500,11,18,29,Finale Ligure
39,50,89,242,248,490,414,304,718,183,231,414,58,62,120,3,1,4,Capralba
286,365,651,1011,982,1993,1207,929,2136,514,729,1243,260,389,649,91,164,255,Avella
13,12,25,60,58,118,51,50,101,32,52,84,10,17,27,0,0,0,Dizzasco
232,288,520,1030,908,1938,1934,1622,3556,796,1040,1836,450,604,1054,117,211,328,Casaluce
160,181,341,614,581,1195,680,566,1246,346,500,846,122,109,231,11,20,31,Locate Varesino
24,33,57,149,141,290,213,179,392,132,184,316,29,45,74,1,4,5,Demonte
271,336,607,924,959,1883,909,880,1789,408,642,1050,120,182,302,28,32,60,Cogoleto
41,53,94,116,137,253,147,105,252,64,83,147,22,21,43,0,1,1,Proserpio
18,24,42,85,99,184,221,191,412,162,177,339,109,105,214,30,51,81,Melissa
84,141,225,463,371,834,367,338,705,208,341,549,62,75,137,1,3,4,Artegna
35,39,74,144,131,275,171,167,338,103,102,205,33,60,93,25,35,60,Celle di Bulgheria
18,19,37,92,74,166,83,52,135,48,56,104,14,28,42,5,13,18,Fiumefreddo Bruzio
73,102,175,207,225,432,252,182,434,149,189,338,76,107,183,10,23,33,Satriano di Lucania
143,135,278,479,517,996,861,681,1542,328,462,790,217,301,518,57,133,190,Visciano
50,48,98,225,239,464,288,253,541,169,249,418,41,59,100,3,4,7,Villanova Monferrato
2,5,7,9,8,17,10,7,17,4,10,14,2,0,2,0,0,0,Torre Bormida
41,46,87,82,103,185,75,48,123,77,86,163,34,74,108,9,30,39,San Giorgio Albanese
129,210,339,678,726,1404,1016,872,1888,516,696,1212,163,232,395,8,21,29,Cilavegna
244,363,607,761,699,1460,639,493,1132,348,443,791,121,234,355,23,44,67,Rogliano
51,77,128,273,267,540,379,305,684,186,255,441,91,82,173,5,7,12,Bassano Bresciano
16,24,40,54,55,109,67,51,118,35,50,85,7,13,20,0,1,1,Verduno
19,22,41,70,69,139,73,61,134,28,48,76,11,12,23,0,0,0,Colazza
112,124,236,464,407,871,482,403,885,217,290,507,80,98,178,1,3,4,Due Carrare
16,32,48,101,89,190,97,86,183,75,130,205,15,34,49,1,3,4,Capestrano
9,13,22,65,66,131,87,58,145,39,43,82,9,16,25,1,1,2,Belforte Monferrato
3,9,12,34,29,63,43,29,72,26,32,58,5,7,12,0,0,0,Vigliano d'Asti
585,771,1356,2529,2492,5021,2648,2212,4860,1177,1728,2905,471,507,978,20,37,57,Caronno Pertusella
479,572,1051,1908,1796,3704,2109,1873,3982,1292,1583,2875,543,732,1275,109,129,238,Capurso
832,932,1764,3419,3309,6728,3875,3268,7143,1688,2685,4373,703,747,1450,46,62,108,Dalmine
8,22,30,62,49,111,44,37,81,17,32,49,9,11,20,1,1,2,San Gregorio nelle Alpi
15,14,29,71,85,156,105,92,197,45,85,130,12,12,24,1,1,2,Castelnuovo Bormida
3,6,9,25,14,39,15,18,33,12,23,35,1,7,8,0,0,0,Cibiana di Cadore
338,458,796,1582,1583,3165,2009,1592,3601,1132,1620,2752,343,414,757,20,44,64,Fagnano Olona
17,19,36,79,75,154,111,103,214,58,64,122,21,20,41,0,1,1,Pontey
91,107,198,378,394,772,469,371,840,272,361,633,83,118,201,9,12,21,Brescello
83,88,171,360,398,758,428,317,745,228,349,577,91,84,175,6,7,13,Madignano
28,36,64,170,152,322,160,135,295,145,212,357,28,29,57,1,6,7,Isola Dovarese
170,225,395,760,824,1584,873,699,1572,418,563,981,158,200,358,12,8,20,Siziano
13,16,29,56,62,118,73,57,130,36,62,98,11,13,24,0,0,0,Brusson
35,57,92,126,152,278,181,152,333,98,120,218,18,33,51,2,5,7,Monasterolo di Savigliano
9,5,14,42,60,102,112,92,204,74,66,140,10,14,24,0,0,0,Dossena
298,358,656,1212,1273,2485,1332,1078,2410,580,941,1521,259,282,541,12,15,27,Vittuone
25,35,60,79,87,166,80,74,154,40,63,103,12,19,31,0,1,1,Camporgiano
1818,2016,3834,5245,5065,10310,4803,4425,9228,2387,4014,6401,929,995,1924,29,52,81,Schio
111,155,266,508,529,1037,840,687,1527,528,671,1199,148,209,357,11,26,37,Serravalle Sesia
680,1029,1709,2841,2900,5741,2424,2015,4439,1416,1794,3210,632,898,1530,28,63,91,Bastia Umbra
140,217,357,582,620,1202,653,504,1157,332,462,794,95,135,230,3,6,9,Uzzano
96,113,209,486,441,927,499,398,897,270,370,640,74,93,167,5,2,7,Illasi
66,86,152,291,253,544,443,371,814,217,266,483,75,70,145,6,10,16,Caprino Bergamasco
23,23,46,90,97,187,103,84,187,64,87,151,15,12,27,0,2,2,Dolcedo
30,32,62,112,117,229,122,120,242,81,122,203,21,41,62,1,1,2,Magliano in Toscana
513,642,1155,2167,2277,4444,2651,2479,5130,1304,1653,2957,636,737,1373,67,82,149,Belpasso
