Settore,Numero_Aziende,Addetti,Percentuale_Totale,Comune
Servizi,221,Addetti,42.7,Castelbuono
Amministrazione,92,Addetti,49.9,Castelbuono
Altro,219,Addetti,61.2,Castelbuono
Industrie,254,Addetti,0.1071,Busca
Servizi,282,Addetti,62.6,Busca
Amministrazione,58,Addetti,29.3,Busca
Altro,198,Addetti,70.0,Busca
Industrie,61,Addetti,0.1046999999999999,Tollegno
Servizi,47,Addetti,8.7,Tollegno
Amministrazione,22,Addetti,13.3,Tollegno
Altro,46,Addetti,11.7,Tollegno
Industrie,54,Addetti,48.8,Santa Giusta
Servizi,84,Addetti,24.7,Santa Giusta
Amministrazione,30,Addetti,23.9,Santa Giusta
Altro,64,Addetti,21.6,Santa Giusta
Industrie,75,Addetti,51.8,Dro
Servizi,54,Addetti,15.7,Dro
Amministrazione,52,Addetti,18.0,Dro
Altro,69,Addetti,22.6,Dro
Industrie,2,Addetti,0.6,Caprezzo
Servizi,4,Addetti,0.7,Caprezzo
Amministrazione,3,Addetti,0.2,Caprezzo
Altro,7,Addetti,2.1,Caprezzo
Industrie,65,Addetti,17.1,Santa Marinella
Servizi,352,Addetti,79.5,Santa Marinella
Amministrazione,71,Addetti,0.1674,Santa Marinella
Altro,381,Addetti,0.1117,Santa Marinella
Industrie,23,Addetti,9.1,Radicondoli
Servizi,17,Addetti,2.4,Radicondoli
Amministrazione,14,Addetti,6.0,Radicondoli
Altro,24,Addetti,5.4,Radicondoli
Industrie,35,Addetti,13.2,Allerona
Servizi,32,Addetti,6.6,Allerona
Amministrazione,24,Addetti,7.9,Allerona
Altro,43,Addetti,12.2,Allerona
Industrie,234,Addetti,0.1698,Cividale del Friuli
Servizi,258,Addetti,79.3,Cividale del Friuli
Amministrazione,74,Addetti,56.1,Cividale del Friuli
Altro,376,Addetti,0.159,Cividale del Friuli
Industrie,16,Addetti,5.8,Ussassai
Servizi,8,Addetti,1.9,Ussassai
Amministrazione,9,Addetti,2.9,Ussassai
Altro,2,Addetti,0.2,Ussassai
Industrie,14,Addetti,3.5,Tripi
Servizi,21,Addetti,5.3,Tripi
Amministrazione,5,Addetti,1.9,Tripi
Altro,12,Addetti,3.0,Tripi
Industrie,311,Addetti,0.1427999999999999,Goito
Servizi,296,Addetti,74.1,Goito
Amministrazione,60,Addetti,45.2,Goito
Altro,216,Addetti,68.7,Goito
Industrie,16,Addetti,4.8,Castelvetere in Val Fortore
Servizi,25,Addetti,4.4,Castelvetere in Val Fortore
Amministrazione,9,Addetti,8.5,Castelvetere in Val Fortore
Altro,38,Addetti,8.3,Castelvetere in Val Fortore
Industrie,7,Addetti,2.1,Fiamignano
Servizi,30,Addetti,4.4,Fiamignano
Amministrazione,17,Addetti,5.5,Fiamignano
Altro,23,Addetti,4.1,Fiamignano
Industrie,262,Addetti,0.1114,Codevigo
Servizi,97,Addetti,29.0,Codevigo
Amministrazione,23,Addetti,14.7,Codevigo
Altro,75,Addetti,32.1,Codevigo
Industrie,9,Addetti,2.6,Farini
Servizi,59,Addetti,9.4,Farini
Amministrazione,13,Addetti,5.9,Farini
Altro,89,Addetti,23.6,Farini
Industrie,160,Addetti,70.5,Belvedere Marittimo
Servizi,240,Addetti,44.3,Belvedere Marittimo
Amministrazione,45,Addetti,66.5,Belvedere Marittimo
Altro,198,Addetti,73.8,Belvedere Marittimo
Industrie,62,Addetti,21.5,Sella Giudicarie
Servizi,43,Addetti,8.8,Sella Giudicarie
Amministrazione,50,Addetti,8.8,Sella Giudicarie
Altro,64,Addetti,19.3,Sella Giudicarie
Industrie,17,Addetti,13.8,Sessano del Molise
Servizi,25,Addetti,5.0,Sessano del Molise
Amministrazione,8,Addetti,5.5,Sessano del Molise
Altro,18,Addetti,6.3,Sessano del Molise
Industrie,26,Addetti,8.0,Guardia Piemontese
Servizi,49,Addetti,8.2,Guardia Piemontese
Amministrazione,12,Addetti,6.2,Guardia Piemontese
Altro,62,Addetti,13.9,Guardia Piemontese
Industrie,22,Addetti,7.6,Castelgrande
Servizi,13,Addetti,1.8,Castelgrande
Amministrazione,7,Addetti,9.1,Castelgrande
Altro,17,Addetti,4.8,Castelgrande
Industrie,16,Addetti,5.1,Gandellino
Servizi,11,Addetti,2.7,Gandellino
Amministrazione,6,Addetti,2.0,Gandellino
Altro,15,Addetti,3.8,Gandellino
Industrie,17,Addetti,16.6,Isola del Piano
Servizi,10,Addetti,1.7,Isola del Piano
Amministrazione,12,Addetti,3.7,Isola del Piano
Altro,29,Addetti,6.3,Isola del Piano
Industrie,51,Addetti,14.0,Lamon
Servizi,53,Addetti,11.0,Lamon
Amministrazione,15,Addetti,17.5,Lamon
Altro,64,Addetti,18.7,Lamon
Industrie,8,Addetti,2.4,Ossimo
Servizi,29,Addetti,4.8,Ossimo
Amministrazione,7,Addetti,1.0,Ossimo
Altro,34,Addetti,8.9,Ossimo
Industrie,1,Addetti,0.2,Carezzano
Servizi,9,Addetti,2.4,Carezzano
Amministrazione,6,Addetti,0.3,Carezzano
Altro,16,Addetti,4.8,Carezzano
Industrie,48,Addetti,33.7,Belvedere Ostrense
Servizi,46,Addetti,8.7,Belvedere Ostrense
Amministrazione,32,Addetti,18.5,Belvedere Ostrense
Altro,42,Addetti,10.7,Belvedere Ostrense
Industrie,106,Addetti,44.2,Dicomano
Servizi,78,Addetti,16.4,Dicomano
Amministrazione,26,Addetti,15.6,Dicomano
Altro,88,Addetti,22.0,Dicomano
Industrie,39,Addetti,11.8,Ferrazzano
Servizi,34,Addetti,10.1,Ferrazzano
Amministrazione,22,Addetti,5.5,Ferrazzano
Altro,62,Addetti,12.2,Ferrazzano
Industrie,372,Addetti,0.2279,Monteprandone
Servizi,248,Addetti,67.0,Monteprandone
Amministrazione,37,Addetti,26.7,Monteprandone
Altro,203,Addetti,64.8,Monteprandone
Industrie,28,Addetti,11.4,Lajatico
Servizi,31,Addetti,7.2,Lajatico
Amministrazione,19,Addetti,4.2,Lajatico
Altro,38,Addetti,10.6,Lajatico
Industrie,275,Addetti,0.2408999999999999,Pasiano di Pordenone
Servizi,132,Addetti,35.3,Pasiano di Pordenone
Amministrazione,34,Addetti,24.5,Pasiano di Pordenone
Altro,155,Addetti,45.8,Pasiano di Pordenone
Industrie,3,Addetti,3.2,Fabbrica Curone
Servizi,28,Addetti,5.0,Fabbrica Curone
Amministrazione,13,Addetti,13.0,Fabbrica Curone
Altro,27,Addetti,6.3,Fabbrica Curone
Industrie,19,Addetti,14.7,Bobbio
Servizi,121,Addetti,25.1,Bobbio
Amministrazione,48,Addetti,27.8,Bobbio
Altro,190,Addetti,54.7,Bobbio
Industrie,259,Addetti,85.5,Maglie
Servizi,527,Addetti,0.1206,Maglie
Amministrazione,73,Addetti,0.1572,Maglie
Altro,397,Addetti,0.1518999999999999,Maglie
Industrie,8,Addetti,2.1,Villette
Servizi,4,Addetti,0.9,Villette
Amministrazione,6,Addetti,0.8,Villette
Altro,3,Addetti,1.8,Villette
Industrie,13,Addetti,3.7,Vazzano
Servizi,15,Addetti,2.9,Vazzano
Amministrazione,7,Addetti,8.3,Vazzano
Altro,12,Addetti,3.3,Vazzano
Industrie,6,Addetti,2.0,Oltressenda Alta
Servizi,2,Addetti,0.4,Oltressenda Alta
Amministrazione,2,Addetti,0.2,Oltressenda Alta
Altro,0,Addetti,0.0,Oltressenda Alta
Industrie,258,Addetti,0.1312,Musile di Piave
Servizi,197,Addetti,45.3,Musile di Piave
Amministrazione,35,Addetti,17.7,Musile di Piave
Altro,175,Addetti,54.9,Musile di Piave
Industrie,226,Addetti,0.1931,Adro
Servizi,103,Addetti,26.6,Adro
Amministrazione,30,Addetti,26.2,Adro
Altro,113,Addetti,37.2,Adro
Industrie,329,Addetti,0.147,Traversetolo
Servizi,244,Addetti,60.6,Traversetolo
Amministrazione,35,Addetti,23.3,Traversetolo
Altro,216,Addetti,65.5,Traversetolo
Industrie,11,Addetti,9.1,Bassignana
Servizi,31,Addetti,4.5,Bassignana
Amministrazione,17,Addetti,11.4,Bassignana
Altro,51,Addetti,11.3,Bassignana
Industrie,505,Addetti,0.3459,Erba
Servizi,458,Addetti,0.1659999999999999,Erba
Amministrazione,80,Addetti,0.1306,Erba
Altro,667,Addetti,0.2569,Erba
Industrie,39,Addetti,14.4,Nociglia
Servizi,56,Addetti,8.0,Nociglia
Amministrazione,12,Addetti,6.6,Nociglia
Altro,36,Addetti,37.9,Nociglia
Industrie,152,Addetti,0.2629,Novi Ligure
Servizi,840,Addetti,0.2049,Novi Ligure
Amministrazione,137,Addetti,0.238,Novi Ligure
Altro,1006,Addetti,0.3666999999999999,Novi Ligure
Industrie,23,Addetti,8.9,Fai della Paganella
Servizi,16,Addetti,3.1,Fai della Paganella
Amministrazione,11,Addetti,2.8,Fai della Paganella
Altro,39,Addetti,17.5,Fai della Paganella
Industrie,165,Addetti,65.0,Campli
Servizi,232,Addetti,32.6,Campli
Amministrazione,32,Addetti,39.8,Campli
Altro,114,Addetti,26.3,Campli
Industrie,555,Addetti,0.2513999999999999,Albano Laziale
Servizi,638,Addetti,0.1423,Albano Laziale
Amministrazione,94,Addetti,0.149,Albano Laziale
Altro,695,Addetti,0.2287,Albano Laziale
Industrie,310,Addetti,0.1435,Borgo San Dalmazzo
Servizi,342,Addetti,0.1121,Borgo San Dalmazzo
Amministrazione,58,Addetti,30.4,Borgo San Dalmazzo
Altro,306,Addetti,0.1118,Borgo San Dalmazzo
Industrie,261,Addetti,0.1876,Gandino
Servizi,106,Addetti,25.8,Gandino
Amministrazione,25,Addetti,65.4,Gandino
Altro,112,Addetti,35.0,Gandino
Industrie,49,Addetti,11.8,Colletorto
Servizi,77,Addetti,10.3,Colletorto
Amministrazione,16,Addetti,9.2,Colletorto
Altro,61,Addetti,15.7,Colletorto
Industrie,192,Addetti,0.1244,Marcaria
Servizi,170,Addetti,34.2,Marcaria
Amministrazione,37,Addetti,27.3,Marcaria
Altro,142,Addetti,40.2,Marcaria
Industrie,42,Addetti,10.4,San Germano Chisone
Servizi,29,Addetti,8.7,San Germano Chisone
Amministrazione,11,Addetti,21.2,San Germano Chisone
Altro,22,Addetti,6.3,San Germano Chisone
Industrie,37,Addetti,8.7,Verrua Savoia
Servizi,21,Addetti,4.0,Verrua Savoia
Amministrazione,12,Addetti,4.8,Verrua Savoia
Altro,18,Addetti,5.6,Verrua Savoia
Industrie,56,Addetti,16.7,San Calogero
Servizi,114,Addetti,14.7,San Calogero
Amministrazione,18,Addetti,20.8,San Calogero
Altro,50,Addetti,13.8,San Calogero
Industrie,2,Addetti,7.1,Prali
Servizi,24,Addetti,6.5,Prali
Amministrazione,10,Addetti,1.5,Prali
Altro,20,Addetti,8.1,Prali
Industrie,1,Addetti,0.2,Cintano
Servizi,2,Addetti,0.5,Cintano
Amministrazione,3,Addetti,3.0,Cintano
Altro,5,Addetti,1.6,Cintano
Industrie,20,Addetti,10.4,Braone
Servizi,13,Addetti,5.1,Braone
Amministrazione,10,Addetti,1.3,Braone
Altro,17,Addetti,5.0,Braone
Industrie,96,Addetti,29.6,Lama Mocogno
Servizi,77,Addetti,15.6,Lama Mocogno
Amministrazione,31,Addetti,20.8,Lama Mocogno
Altro,139,Addetti,39.0,Lama Mocogno
Industrie,102,Addetti,90.1,Invorio
Servizi,72,Addetti,13.9,Invorio
Amministrazione,27,Addetti,32.3,Invorio
Altro,58,Addetti,16.8,Invorio
Industrie,357,Addetti,0.3416,Anzola dell'Emilia
Servizi,271,Addetti,0.1035,Anzola dell'Emilia
Amministrazione,43,Addetti,24.9,Anzola dell'Emilia
Altro,346,Addetti,0.1425,Anzola dell'Emilia
Industrie,64,Addetti,19.3,Suvereto
Servizi,80,Addetti,17.9,Suvereto
Amministrazione,33,Addetti,8.0,Suvereto
Altro,76,Addetti,21.3,Suvereto
Industrie,327,Addetti,0.2384,Quinto di Treviso
Servizi,249,Addetti,63.1,Quinto di Treviso
Amministrazione,39,Addetti,19.6,Quinto di Treviso
Altro,209,Addetti,72.2,Quinto di Treviso
Industrie,22,Addetti,6.6,Davoli
Servizi,115,Addetti,18.9,Davoli
Amministrazione,20,Addetti,17.1,Davoli
Altro,154,Addetti,27.3,Davoli
Industrie,35,Addetti,20.0,Cupello
Servizi,112,Addetti,26.1,Cupello
Amministrazione,12,Addetti,9.7,Cupello
Altro,90,Addetti,27.2,Cupello
Industrie,114,Addetti,39.4,Sorano
Servizi,77,Addetti,13.9,Sorano
Amministrazione,38,Addetti,14.6,Sorano
Altro,96,Addetti,28.5,Sorano
Industrie,2,Addetti,0.6,Altavilla Monferrato
Servizi,7,Addetti,1.6,Altavilla Monferrato
Amministrazione,8,Addetti,0.9,Altavilla Monferrato
Altro,21,Addetti,2.9,Altavilla Monferrato
Industrie,36,Addetti,10.1,Novi Velia
Servizi,30,Addetti,5.3,Novi Velia
Amministrazione,6,Addetti,2.5,Novi Velia
Altro,31,Addetti,9.9,Novi Velia
Industrie,19,Addetti,12.7,Camugnano
Servizi,33,Addetti,6.8,Camugnano
Amministrazione,21,Addetti,25.3,Camugnano
Altro,75,Addetti,26.0,Camugnano
Industrie,103,Addetti,0.1032999999999999,Parre
Servizi,29,Addetti,7.7,Parre
Amministrazione,19,Addetti,5.3,Parre
Altro,41,Addetti,11.2,Parre
Industrie,12,Addetti,1.5,Pezzana
Servizi,13,Addetti,1.9,Pezzana
Amministrazione,8,Addetti,1.2,Pezzana
Altro,18,Addetti,1.6,Pezzana
Industrie,10,Addetti,4.1,Sedini
Servizi,33,Addetti,4.4,Sedini
Amministrazione,15,Addetti,7.0,Sedini
Altro,24,Addetti,4.9,Sedini
Industrie,21,Addetti,15.3,Muros
Servizi,30,Addetti,8.0,Muros
Amministrazione,2,Addetti,1.7,Muros
Altro,12,Addetti,3.6,Muros
Industrie,15,Addetti,5.0,Trappeto
Servizi,32,Addetti,4.9,Trappeto
Amministrazione,18,Addetti,8.7,Trappeto
Altro,62,Addetti,13.9,Trappeto
Industrie,145,Addetti,53.3,Fiumefreddo di Sicilia
Servizi,153,Addetti,23.6,Fiumefreddo di Sicilia
Amministrazione,62,Addetti,23.9,Fiumefreddo di Sicilia
Altro,127,Addetti,40.1,Fiumefreddo di Sicilia
Industrie,1,Addetti,0.5,Campofiorito
Servizi,19,Addetti,3.6,Campofiorito
Amministrazione,11,Addetti,5.0,Campofiorito
Altro,17,Addetti,4.1,Campofiorito
Industrie,13,Addetti,4.2,Santa Maria Coghinas
Servizi,49,Addetti,8.9,Santa Maria Coghinas
Amministrazione,5,Addetti,3.5,Santa Maria Coghinas
Altro,15,Addetti,5.0,Santa Maria Coghinas
Industrie,84,Addetti,23.6,Budoni
Servizi,93,Addetti,16.3,Budoni
Amministrazione,16,Addetti,13.6,Budoni
Altro,150,Addetti,53.4,Budoni
Industrie,115,Addetti,66.8,Cassago Brianza
Servizi,56,Addetti,23.0,Cassago Brianza
Amministrazione,20,Addetti,13.6,Cassago Brianza
Altro,62,Addetti,21.5,Cassago Brianza
Industrie,13,Addetti,4.4,Nuxis
Servizi,30,Addetti,4.7,Nuxis
Amministrazione,13,Addetti,7.6,Nuxis
Altro,17,Addetti,4.1,Nuxis
Industrie,60,Addetti,46.9,Ponte
Servizi,38,Addetti,8.3,Ponte
Amministrazione,10,Addetti,8.9,Ponte
Altro,69,Addetti,16.3,Ponte
Industrie,35,Addetti,10.7,Vico nel Lazio
Servizi,38,Addetti,6.4,Vico nel Lazio
Amministrazione,10,Addetti,5.1,Vico nel Lazio
Altro,28,Addetti,6.7,Vico nel Lazio
Industrie,6,Addetti,1.9,Torri in Sabina
Servizi,26,Addetti,3.8,Torri in Sabina
Amministrazione,12,Addetti,5.1,Torri in Sabina
Altro,42,Addetti,11.9,Torri in Sabina
Industrie,98,Addetti,67.4,Somaglia
Servizi,48,Addetti,19.3,Somaglia
Amministrazione,17,Addetti,16.2,Somaglia
Altro,64,Addetti,17.0,Somaglia
Industrie,52,Addetti,18.1,Montefiore Conca
Servizi,35,Addetti,7.9,Montefiore Conca
Amministrazione,12,Addetti,3.6,Montefiore Conca
Altro,30,Addetti,5.8,Montefiore Conca
Industrie,9,Addetti,3.4,Bortigiadas
Servizi,5,Addetti,0.9,Bortigiadas
Amministrazione,7,Addetti,3.5,Bortigiadas
Altro,15,Addetti,4.3,Bortigiadas
Industrie,17,Addetti,10.1,San Pietro in Lama
Servizi,87,Addetti,10.8,San Pietro in Lama
Amministrazione,18,Addetti,14.0,San Pietro in Lama
Altro,73,Addetti,15.8,San Pietro in Lama
Industrie,20,Addetti,4.8,Burgio
Servizi,76,Addetti,12.8,Burgio
Amministrazione,6,Addetti,16.0,Burgio
Altro,63,Addetti,13.1,Burgio
Industrie,30,Addetti,5.1,Baucina
Servizi,44,Addetti,6.0,Baucina
Amministrazione,11,Addetti,10.6,Baucina
Altro,18,Addetti,3.4,Baucina
Industrie,18,Addetti,7.2,Sortino
Servizi,209,Addetti,31.3,Sortino
Amministrazione,53,Addetti,48.4,Sortino
Altro,143,Addetti,35.4,Sortino
Industrie,71,Addetti,17.7,Pietraperzia
Servizi,118,Addetti,18.0,Pietraperzia
Amministrazione,32,Addetti,39.3,Pietraperzia
Altro,115,Addetti,30.4,Pietraperzia
Industrie,135,Addetti,0.1205,Casorezzo
Servizi,106,Addetti,21.9,Casorezzo
Amministrazione,35,Addetti,8.9,Casorezzo
Altro,81,Addetti,23.0,Casorezzo
Industrie,169,Addetti,60.3,Troina
Servizi,197,Addetti,28.7,Troina
Amministrazione,47,Addetti,0.1082,Troina
Altro,172,Addetti,51.4,Troina
Industrie,16,Addetti,4.0,Isnello
Servizi,38,Addetti,5.2,Isnello
Amministrazione,24,Addetti,9.3,Isnello
Altro,47,Addetti,12.5,Isnello
Industrie,13,Addetti,4.4,Roccalumera
Servizi,129,Addetti,25.0,Roccalumera
Amministrazione,32,Addetti,17.2,Roccalumera
Altro,134,Addetti,25.7,Roccalumera
Industrie,319,Addetti,0.2939,Calolziocorte
Servizi,219,Addetti,58.4,Calolziocorte
Amministrazione,38,Addetti,20.1,Calolziocorte
Altro,288,Addetti,0.1028999999999999,Calolziocorte
Industrie,52,Addetti,74.1,Guardamiglio
Servizi,57,Addetti,19.3,Guardamiglio
Amministrazione,19,Addetti,18.2,Guardamiglio
Altro,46,Addetti,22.9,Guardamiglio
Industrie,16,Addetti,5.9,Zubiena
Servizi,24,Addetti,3.2,Zubiena
Amministrazione,10,Addetti,12.1,Zubiena
Altro,40,Addetti,8.4,Zubiena
Industrie,42,Addetti,11.7,Mormanno
Servizi,116,Addetti,16.3,Mormanno
Amministrazione,22,Addetti,73.6,Mormanno
Altro,65,Addetti,17.3,Mormanno
Industrie,6,Addetti,6.2,Cis
Servizi,4,Addetti,1.0,Cis
Amministrazione,6,Addetti,0.4,Cis
Altro,7,Addetti,1.8,Cis
Industrie,2,Addetti,0.3,Arlena di Castro
Servizi,17,Addetti,1.8,Arlena di Castro
Amministrazione,5,Addetti,0.8,Arlena di Castro
Altro,15,Addetti,2.4,Arlena di Castro
Industrie,120,Addetti,60.3,Montecarlo
Servizi,103,Addetti,25.1,Montecarlo
Amministrazione,25,Addetti,12.8,Montecarlo
Altro,118,Addetti,34.7,Montecarlo
Industrie,2,Addetti,1.1,Configni
Servizi,15,Addetti,2.5,Configni
Amministrazione,17,Addetti,1.1,Configni
Altro,20,Addetti,5.4,Configni
Industrie,11,Addetti,3.4,Pisoniano
Servizi,9,Addetti,2.8,Pisoniano
Amministrazione,11,Addetti,2.8,Pisoniano
Altro,13,Addetti,4.3,Pisoniano
Industrie,109,Addetti,48.5,Marrubiu
Servizi,101,Addetti,20.6,Marrubiu
Amministrazione,36,Addetti,19.8,Marrubiu
Altro,78,Addetti,22.3,Marrubiu
Industrie,48,Addetti,14.2,Samugheo
Servizi,127,Addetti,17.1,Samugheo
Amministrazione,31,Addetti,10.6,Samugheo
Altro,67,Addetti,18.3,Samugheo
Industrie,22,Addetti,6.4,Zeddiani
Servizi,33,Addetti,7.9,Zeddiani
Amministrazione,7,Addetti,1.7,Zeddiani
Altro,7,Addetti,1.8,Zeddiani
Industrie,57,Addetti,77.0,Roncello
Servizi,35,Addetti,10.6,Roncello
Amministrazione,7,Addetti,5.5,Roncello
Altro,30,Addetti,8.4,Roncello
Industrie,7,Addetti,5.8,Donato
Servizi,13,Addetti,3.0,Donato
Amministrazione,9,Addetti,2.1,Donato
Altro,19,Addetti,4.6,Donato
Industrie,98,Addetti,75.1,Cannara
Servizi,78,Addetti,15.5,Cannara
Amministrazione,25,Addetti,13.8,Cannara
Altro,76,Addetti,24.7,Cannara
Industrie,183,Addetti,61.3,Abbadia San Salvatore
Servizi,218,Addetti,42.0,Abbadia San Salvatore
Amministrazione,41,Addetti,67.9,Abbadia San Salvatore
Altro,253,Addetti,84.7,Abbadia San Salvatore
Industrie,14,Addetti,4.1,Farindola
Servizi,32,Addetti,5.1,Farindola
Amministrazione,9,Addetti,9.5,Farindola
Altro,25,Addetti,6.9,Farindola
Industrie,27,Addetti,10.0,Riparbella
Servizi,20,Addetti,3.1,Riparbella
Amministrazione,13,Addetti,4.0,Riparbella
Altro,37,Addetti,9.7,Riparbella
Industrie,266,Addetti,0.1099,Ottaviano
Servizi,645,Addetti,0.1122,Ottaviano
Amministrazione,50,Addetti,0.1343,Ottaviano
Altro,340,Addetti,95.5,Ottaviano
Industrie,35,Addetti,23.5,Canosa Sannita
Servizi,30,Addetti,6.9,Canosa Sannita
Amministrazione,12,Addetti,3.4,Canosa Sannita
Altro,38,Addetti,7.7,Canosa Sannita
Industrie,213,Addetti,0.1089,Campagnola Emilia
Servizi,83,Addetti,22.0,Campagnola Emilia
Amministrazione,37,Addetti,12.9,Campagnola Emilia
Altro,87,Addetti,26.5,Campagnola Emilia
Industrie,5,Addetti,1.1,Giuliano Teatino
Servizi,24,Addetti,3.9,Giuliano Teatino
Amministrazione,4,Addetti,1.1,Giuliano Teatino
Altro,31,Addetti,6.9,Giuliano Teatino
Industrie,14,Addetti,6.4,Calvi Risorta
Servizi,134,Addetti,24.2,Calvi Risorta
Amministrazione,28,Addetti,16.9,Calvi Risorta
Altro,119,Addetti,27.0,Calvi Risorta
Industrie,26,Addetti,7.5,Ruviano
Servizi,31,Addetti,3.5,Ruviano
Amministrazione,8,Addetti,5.0,Ruviano
Altro,26,Addetti,5.9,Ruviano
Industrie,16,Addetti,6.7,Grotteria
Servizi,100,Addetti,14.8,Grotteria
Amministrazione,21,Addetti,15.0,Grotteria
Altro,70,Addetti,16.0,Grotteria
Industrie,12,Addetti,4.4,Montemignaio
Servizi,11,Addetti,2.9,Montemignaio
Amministrazione,8,Addetti,1.7,Montemignaio
Altro,12,Addetti,4.0,Montemignaio
Industrie,36,Addetti,14.1,Redondesco
Servizi,33,Addetti,7.0,Redondesco
Amministrazione,8,Addetti,4.9,Redondesco
Altro,23,Addetti,6.1,Redondesco
Industrie,150,Addetti,66.5,Bastiglia
Servizi,90,Addetti,20.6,Bastiglia
Amministrazione,11,Addetti,6.3,Bastiglia
Altro,84,Addetti,23.3,Bastiglia
Industrie,14,Addetti,18.7,Trasaghis
Servizi,43,Addetti,9.3,Trasaghis
Amministrazione,20,Addetti,6.2,Trasaghis
Altro,42,Addetti,12.7,Trasaghis
Industrie,40,Addetti,11.1,Vermiglio
Servizi,36,Addetti,7.0,Vermiglio
Amministrazione,23,Addetti,5.7,Vermiglio
Altro,99,Addetti,31.9,Vermiglio
Industrie,867,Addetti,0.4438,Casoria
Servizi,1393,Addetti,0.3213,Casoria
Amministrazione,60,Addetti,0.1397,Casoria
Altro,960,Addetti,0.3138999999999999,Casoria
Industrie,12,Addetti,20.8,Force
Servizi,25,Addetti,3.2,Force
Amministrazione,12,Addetti,4.2,Force
Altro,48,Addetti,6.8,Force
Industrie,117,Addetti,38.3,Chianciano Terme
Servizi,350,Addetti,68.2,Chianciano Terme
Amministrazione,44,Addetti,28.5,Chianciano Terme
Altro,586,Addetti,0.2483,Chianciano Terme
Industrie,337,Addetti,0.1954,Barberino di Mugello
Servizi,218,Addetti,50.0,Barberino di Mugello
Amministrazione,60,Addetti,29.6,Barberino di Mugello
Altro,225,Addetti,78.1,Barberino di Mugello
Industrie,24,Addetti,7.9,Stenico
Servizi,14,Addetti,2.3,Stenico
Amministrazione,13,Addetti,2.5,Stenico
Altro,31,Addetti,10.6,Stenico
Industrie,9,Addetti,2.2,Sfruz
Servizi,7,Addetti,1.4,Sfruz
Amministrazione,7,Addetti,0.3,Sfruz
Altro,11,Addetti,3.6,Sfruz
Industrie,2,Addetti,0.4,Marcedusa
Servizi,6,Addetti,0.6,Marcedusa
Amministrazione,5,Addetti,2.5,Marcedusa
Altro,1,Addetti,0.4,Marcedusa
Industrie,94,Addetti,28.0,Acquedolci
Servizi,112,Addetti,20.8,Acquedolci
Amministrazione,15,Addetti,18.3,Acquedolci
Altro,114,Addetti,34.2,Acquedolci
Industrie,87,Addetti,33.2,Castel di Lama
Servizi,94,Addetti,16.9,Castel di Lama
Amministrazione,29,Addetti,22.4,Castel di Lama
Altro,133,Addetti,37.7,Castel di Lama
Industrie,61,Addetti,28.2,Santa Fiora
Servizi,64,Addetti,18.2,Santa Fiora
Amministrazione,31,Addetti,10.7,Santa Fiora
Altro,87,Addetti,38.2,Santa Fiora
Industrie,59,Addetti,28.7,Contursi Terme
Servizi,76,Addetti,14.8,Contursi Terme
Amministrazione,19,Addetti,37.5,Contursi Terme
Altro,76,Addetti,20.5,Contursi Terme
Industrie,1,Addetti,1.9,San Giovanni Lipioni
Servizi,7,Addetti,0.9,San Giovanni Lipioni
Amministrazione,2,Addetti,0.3,San Giovanni Lipioni
Altro,4,Addetti,0.5,San Giovanni Lipioni
Industrie,208,Addetti,86.6,Cesenatico
Servizi,903,Addetti,0.2273,Cesenatico
Amministrazione,113,Addetti,97.3,Cesenatico
Altro,1627,Addetti,0.4772999999999999,Cesenatico
Industrie,4,Addetti,1.5,Rocca d'Arce
Servizi,8,Addetti,1.8,Rocca d'Arce
Amministrazione,4,Addetti,3.2,Rocca d'Arce
Altro,6,Addetti,1.6,Rocca d'Arce
Industrie,6,Addetti,1.7,Rasura
Servizi,7,Addetti,1.3,Rasura
Amministrazione,4,Addetti,0.8,Rasura
Altro,5,Addetti,1.2,Rasura
Industrie,54,Addetti,40.0,Ronchis
Servizi,38,Addetti,23.7,Ronchis
Amministrazione,14,Addetti,3.5,Ronchis
Altro,43,Addetti,16.3,Ronchis
Industrie,93,Addetti,60.2,Pastrengo
Servizi,53,Addetti,13.3,Pastrengo
Amministrazione,16,Addetti,8.2,Pastrengo
Altro,66,Addetti,20.6,Pastrengo
Industrie,137,Addetti,75.2,Credaro
Servizi,44,Addetti,10.6,Credaro
Amministrazione,10,Addetti,26.9,Credaro
Altro,57,Addetti,37.3,Credaro
Industrie,16,Addetti,21.2,Novaledo
Servizi,7,Addetti,1.4,Novaledo
Amministrazione,7,Addetti,2.6,Novaledo
Altro,9,Addetti,6.9,Novaledo
Industrie,32,Addetti,9.7,Tresivio
Servizi,23,Addetti,3.7,Tresivio
Amministrazione,13,Addetti,2.3,Tresivio
Altro,35,Addetti,9.2,Tresivio
Industrie,9,Addetti,12.0,Vighizzolo d'Este
Servizi,23,Addetti,5.3,Vighizzolo d'Este
Amministrazione,7,Addetti,2.6,Vighizzolo d'Este
Altro,19,Addetti,3.2,Vighizzolo d'Este
Industrie,33,Addetti,24.2,Zeccone
Servizi,23,Addetti,6.2,Zeccone
Amministrazione,1,Addetti,0.3,Zeccone
Altro,24,Addetti,5.8,Zeccone
Industrie,53,Addetti,16.9,Rocca Imperiale
Servizi,77,Addetti,11.0,Rocca Imperiale
Amministrazione,5,Addetti,10.9,Rocca Imperiale
Altro,62,Addetti,16.8,Rocca Imperiale
