Settore,Numero_Aziende,Addetti,Percentuale_Totale,Comune
Altro,93,Addetti,24.2,Tramutola
Industrie,193,Addetti,0.1447999999999999,Gambassi Terme
Servizi,67,Addetti,13.5,Gambassi Terme
Amministrazione,32,Addetti,25.3,Gambassi Terme
Altro,99,Addetti,28.5,Gambassi Terme
Industrie,333,Addetti,0.1127999999999999,Ciampino
Servizi,634,Addetti,0.1717,Ciampino
Amministrazione,65,Addetti,0.1145,Ciampino
Altro,640,Addetti,0.2396999999999999,Ciampino
Industrie,145,Addetti,0.1052,Marano sul Panaro
Servizi,75,Addetti,17.6,Marano sul Panaro
Amministrazione,27,Addetti,10.8,Marano sul Panaro
Altro,114,Addetti,35.5,Marano sul Panaro
Industrie,2,Addetti,0.6,Lusevera
Servizi,15,Addetti,3.1,Lusevera
Amministrazione,14,Addetti,3.8,Lusevera
Altro,20,Addetti,6.1,Lusevera
Industrie,947,Addetti,0.3520999999999999,Gravina in Puglia
Servizi,622,Addetti,0.1094,Gravina in Puglia
Amministrazione,137,Addetti,0.1568,Gravina in Puglia
Altro,622,Addetti,0.1553,Gravina in Puglia
Industrie,61,Addetti,25.2,Collazzone
Servizi,59,Addetti,12.1,Collazzone
Amministrazione,19,Addetti,6.0,Collazzone
Altro,79,Addetti,23.5,Collazzone
Industrie,94,Addetti,31.6,San Marco Argentano
Servizi,220,Addetti,41.6,San Marco Argentano
Amministrazione,28,Addetti,59.0,San Marco Argentano
Altro,105,Addetti,40.9,San Marco Argentano
Industrie,33,Addetti,11.9,Verano
Servizi,7,Addetti,1.2,Verano
Amministrazione,20,Addetti,2.7,Verano
Altro,34,Addetti,7.2,Verano
Industrie,168,Addetti,0.1805,Volvera
Servizi,108,Addetti,60.1,Volvera
Amministrazione,26,Addetti,14.0,Volvera
Altro,105,Addetti,38.3,Volvera
Industrie,38,Addetti,12.0,Casalborgone
Servizi,26,Addetti,4.6,Casalborgone
Amministrazione,17,Addetti,12.5,Casalborgone
Altro,37,Addetti,13.2,Casalborgone
Industrie,7,Addetti,1.8,Groscavallo
Servizi,6,Addetti,1.2,Groscavallo
Amministrazione,5,Addetti,2.3,Groscavallo
Altro,8,Addetti,1.9,Groscavallo
Industrie,69,Addetti,26.1,Bollengo
Servizi,61,Addetti,18.0,Bollengo
Amministrazione,12,Addetti,3.0,Bollengo
Altro,44,Addetti,11.8,Bollengo
Industrie,763,Addetti,0.3581999999999999,Poggibonsi
Servizi,747,Addetti,0.1819,Poggibonsi
Amministrazione,115,Addetti,0.1427,Poggibonsi
Altro,879,Addetti,0.3009,Poggibonsi
Industrie,167,Addetti,70.8,Monteroni d'Arbia
Servizi,123,Addetti,30.1,Monteroni d'Arbia
Amministrazione,25,Addetti,16.5,Monteroni d'Arbia
Altro,133,Addetti,33.1,Monteroni d'Arbia
Industrie,14,Addetti,4.1,Cantalupo Ligure
Servizi,15,Addetti,4.5,Cantalupo Ligure
Amministrazione,7,Addetti,3.9,Cantalupo Ligure
Altro,18,Addetti,5.9,Cantalupo Ligure
Industrie,54,Addetti,18.8,Campagnatico
Servizi,50,Addetti,9.6,Campagnatico
Amministrazione,12,Addetti,3.7,Campagnatico
Altro,55,Addetti,17.7,Campagnatico
Industrie,143,Addetti,82.4,Ponteranica
Servizi,116,Addetti,25.7,Ponteranica
Amministrazione,33,Addetti,28.8,Ponteranica
Altro,146,Addetti,43.8,Ponteranica
Industrie,9,Addetti,6.6,Orsomarso
Servizi,31,Addetti,4.7,Orsomarso
Amministrazione,3,Addetti,2.2,Orsomarso
Altro,8,Addetti,1.2,Orsomarso
Industrie,249,Addetti,0.1973,Asola
Servizi,217,Addetti,54.8,Asola
Amministrazione,45,Addetti,78.4,Asola
Altro,231,Addetti,71.7,Asola
Industrie,532,Addetti,0.3814,Carmagnola
Servizi,531,Addetti,0.1268999999999999,Carmagnola
Amministrazione,167,Addetti,0.1278999999999999,Carmagnola
Altro,498,Addetti,0.1851,Carmagnola
Industrie,62,Addetti,15.1,Moso in Passiria
Servizi,13,Addetti,1.9,Moso in Passiria
Amministrazione,120,Addetti,7.0,Moso in Passiria
Altro,64,Addetti,12.8,Moso in Passiria
Industrie,18,Addetti,43.3,Carisio
Servizi,22,Addetti,6.4,Carisio
Amministrazione,8,Addetti,3.1,Carisio
Altro,25,Addetti,7.4,Carisio
Industrie,176,Addetti,0.2608,Crescentino
Servizi,156,Addetti,39.0,Crescentino
Amministrazione,42,Addetti,28.2,Crescentino
Altro,158,Addetti,53.1,Crescentino
Industrie,279,Addetti,0.2134999999999999,Cherasco
Servizi,222,Addetti,71.7,Cherasco
Amministrazione,47,Addetti,28.6,Cherasco
Altro,175,Addetti,67.5,Cherasco
Industrie,140,Addetti,80.9,Ornavasso
Servizi,78,Addetti,20.3,Ornavasso
Amministrazione,19,Addetti,7.5,Ornavasso
Altro,75,Addetti,21.2,Ornavasso
Industrie,83,Addetti,26.6,Montecalvo Irpino
Servizi,83,Addetti,11.6,Montecalvo Irpino
Amministrazione,35,Addetti,12.5,Montecalvo Irpino
Altro,124,Addetti,34.6,Montecalvo Irpino
Industrie,144,Addetti,63.6,Castagnole delle Lanze
Servizi,123,Addetti,26.8,Castagnole delle Lanze
Amministrazione,24,Addetti,10.0,Castagnole delle Lanze
Altro,97,Addetti,38.7,Castagnole delle Lanze
Industrie,1,Addetti,0.3,Cella Monte
Servizi,10,Addetti,1.9,Cella Monte
Amministrazione,6,Addetti,1.1,Cella Monte
Altro,13,Addetti,3.6,Cella Monte
Industrie,275,Addetti,97.6,Sala Consilina
Servizi,642,Addetti,0.1352,Sala Consilina
Amministrazione,14,Addetti,38.9,Sala Consilina
Altro,305,Addetti,0.159,Sala Consilina
Industrie,21,Addetti,25.7,Fratta Polesine
Servizi,66,Addetti,15.6,Fratta Polesine
Amministrazione,12,Addetti,14.0,Fratta Polesine
Altro,102,Addetti,23.2,Fratta Polesine
Industrie,13,Addetti,5.0,Diano Arentino
Servizi,13,Addetti,2.9,Diano Arentino
Amministrazione,1,Addetti,0.6,Diano Arentino
Altro,5,Addetti,3.7,Diano Arentino
Industrie,8,Addetti,9.4,Morsasco
Servizi,15,Addetti,2.9,Morsasco
Amministrazione,5,Addetti,1.1,Morsasco
Altro,21,Addetti,7.5,Morsasco
Industrie,85,Addetti,32.1,Donnas
Servizi,49,Addetti,10.7,Donnas
Amministrazione,28,Addetti,29.5,Donnas
Altro,61,Addetti,18.7,Donnas
Industrie,2,Addetti,1.0,Costa Vescovato
Servizi,6,Addetti,1.0,Costa Vescovato
Amministrazione,1,Addetti,0.1,Costa Vescovato
Altro,8,Addetti,2.1,Costa Vescovato
Industrie,252,Addetti,0.1554,Besozzo
Servizi,191,Addetti,55.5,Besozzo
Amministrazione,36,Addetti,42.1,Besozzo
Altro,206,Addetti,57.3,Besozzo
Industrie,11,Addetti,20.4,Montaquila
Servizi,37,Addetti,7.2,Montaquila
Amministrazione,10,Addetti,6.2,Montaquila
Altro,86,Addetti,20.7,Montaquila
Industrie,5,Addetti,2.6,Belveglio
Servizi,10,Addetti,1.3,Belveglio
Amministrazione,3,Addetti,0.4,Belveglio
Altro,11,Addetti,1.7,Belveglio
Industrie,16,Addetti,7.2,Rotello
Servizi,22,Addetti,4.1,Rotello
Amministrazione,10,Addetti,3.6,Rotello
Altro,23,Addetti,5.2,Rotello
Industrie,1313,Addetti,0.8537000000000001,Gallarate
Servizi,1428,Addetti,0.4921,Gallarate
Amministrazione,219,Addetti,0.3846,Gallarate
Altro,2183,Addetti,0.8619999999999999,Gallarate
Industrie,19,Addetti,7.7,Torano Nuovo
Servizi,49,Addetti,7.4,Torano Nuovo
Amministrazione,8,Addetti,1.7,Torano Nuovo
Altro,55,Addetti,14.9,Torano Nuovo
Industrie,16,Addetti,16.7,Brusimpiano
Servizi,7,Addetti,2.3,Brusimpiano
Amministrazione,10,Addetti,2.9,Brusimpiano
Altro,20,Addetti,5.8,Brusimpiano
Industrie,16,Addetti,5.9,Pietrapertosa
Servizi,13,Addetti,1.8,Pietrapertosa
Amministrazione,16,Addetti,3.2,Pietrapertosa
Altro,25,Addetti,6.8,Pietrapertosa
Industrie,72,Addetti,35.4,Aldeno
Servizi,30,Addetti,7.9,Aldeno
Amministrazione,20,Addetti,10.8,Aldeno
Altro,51,Addetti,20.0,Aldeno
Industrie,210,Addetti,0.1336999999999999,Mozzate
Servizi,134,Addetti,32.9,Mozzate
Amministrazione,21,Addetti,15.2,Mozzate
Altro,117,Addetti,31.2,Mozzate
Industrie,48,Addetti,31.1,Castelmarte
Servizi,24,Addetti,4.9,Castelmarte
Amministrazione,4,Addetti,2.1,Castelmarte
Altro,49,Addetti,17.4,Castelmarte
Industrie,392,Addetti,0.2096,Finale Ligure
Servizi,444,Addetti,0.1008,Finale Ligure
Amministrazione,86,Addetti,88.4,Finale Ligure
Altro,650,Addetti,0.2219,Finale Ligure
Industrie,33,Addetti,10.6,Capralba
Servizi,19,Addetti,3.5,Capralba
Amministrazione,8,Addetti,5.0,Capralba
Altro,28,Addetti,7.7,Capralba
Industrie,92,Addetti,38.6,Avella
Servizi,84,Addetti,15.1,Avella
Amministrazione,27,Addetti,24.3,Avella
Altro,91,Addetti,21.6,Avella
Industrie,3,Addetti,4.7,Dizzasco
Servizi,11,Addetti,2.5,Dizzasco
Amministrazione,1,Addetti,0.3,Dizzasco
Altro,12,Addetti,13.9,Dizzasco
Industrie,50,Addetti,14.7,Casaluce
Servizi,148,Addetti,21.1,Casaluce
Amministrazione,19,Addetti,34.8,Casaluce
Altro,85,Addetti,19.8,Casaluce
Industrie,103,Addetti,59.7,Locate Varesino
Servizi,71,Addetti,18.2,Locate Varesino
Amministrazione,19,Addetti,5.7,Locate Varesino
Altro,84,Addetti,27.3,Locate Varesino
Industrie,26,Addetti,20.3,Demonte
Servizi,35,Addetti,9.6,Demonte
Amministrazione,29,Addetti,10.2,Demonte
Altro,95,Addetti,28.6,Demonte
Industrie,125,Addetti,58.2,Cogoleto
Servizi,172,Addetti,38.7,Cogoleto
Amministrazione,65,Addetti,48.5,Cogoleto
Altro,200,Addetti,63.8,Cogoleto
Industrie,25,Addetti,23.0,Proserpio
Servizi,2,Addetti,0.7,Proserpio
Amministrazione,3,Addetti,1.9,Proserpio
Altro,19,Addetti,5.8,Proserpio
Industrie,46,Addetti,12.1,Melissa
Servizi,51,Addetti,7.8,Melissa
Amministrazione,21,Addetti,15.9,Melissa
Altro,47,Addetti,10.3,Melissa
Industrie,60,Addetti,35.4,Artegna
Servizi,45,Addetti,12.5,Artegna
Amministrazione,29,Addetti,8.4,Artegna
Altro,67,Addetti,23.1,Artegna
Industrie,19,Addetti,5.3,Celle di Bulgheria
Servizi,57,Addetti,7.6,Celle di Bulgheria
Amministrazione,10,Addetti,16.3,Celle di Bulgheria
Altro,29,Addetti,10.1,Celle di Bulgheria
Industrie,21,Addetti,17.3,Fiumefreddo Bruzio
Servizi,87,Addetti,11.9,Fiumefreddo Bruzio
Amministrazione,8,Addetti,11.9,Fiumefreddo Bruzio
Altro,58,Addetti,10.1,Fiumefreddo Bruzio
Industrie,46,Addetti,13.4,Satriano di Lucania
Servizi,63,Addetti,11.1,Satriano di Lucania
Amministrazione,21,Addetti,10.1,Satriano di Lucania
Altro,53,Addetti,14.2,Satriano di Lucania
Industrie,44,Addetti,11.7,Visciano
Servizi,46,Addetti,6.7,Visciano
Amministrazione,15,Addetti,25.3,Visciano
Altro,43,Addetti,14.6,Visciano
Industrie,45,Addetti,84.4,Villanova Monferrato
Servizi,50,Addetti,31.5,Villanova Monferrato
Amministrazione,11,Addetti,4.7,Villanova Monferrato
Altro,38,Addetti,12.6,Villanova Monferrato
Industrie,4,Addetti,0.9,Torre Bormida
Servizi,6,Addetti,1.5,Torre Bormida
Amministrazione,2,Addetti,0.1,Torre Bormida
Altro,10,Addetti,3.5,Torre Bormida
Industrie,19,Addetti,4.9,San Giorgio Albanese
Servizi,25,Addetti,3.8,San Giorgio Albanese
Amministrazione,14,Addetti,6.9,San Giorgio Albanese
Altro,29,Addetti,8.8,San Giorgio Albanese
Industrie,122,Addetti,99.6,Cilavegna
Servizi,73,Addetti,13.5,Cilavegna
Amministrazione,30,Addetti,30.2,Cilavegna
Altro,84,Addetti,32.3,Cilavegna
Industrie,80,Addetti,26.1,Rogliano
Servizi,148,Addetti,27.8,Rogliano
Amministrazione,37,Addetti,58.6,Rogliano
Altro,123,Addetti,34.7,Rogliano
Industrie,69,Addetti,53.5,Bassano Bresciano
Servizi,43,Addetti,11.6,Bassano Bresciano
Amministrazione,5,Addetti,10.1,Bassano Bresciano
Altro,36,Addetti,19.3,Bassano Bresciano
Industrie,13,Addetti,12.1,Verduno
Servizi,17,Addetti,12.0,Verduno
Amministrazione,1,Addetti,1.8,Verduno
Altro,17,Addetti,6.7,Verduno
Industrie,8,Addetti,3.3,Colazza
Servizi,11,Addetti,2.7,Colazza
Amministrazione,3,Addetti,1.9,Colazza
Altro,23,Addetti,6.6,Colazza
Industrie,271,Addetti,0.1687,Due Carrare
Servizi,198,Addetti,64.3,Due Carrare
Amministrazione,36,Addetti,17.4,Due Carrare
Altro,140,Addetti,44.3,Due Carrare
Industrie,9,Addetti,4.0,Capestrano
Servizi,32,Addetti,8.0,Capestrano
Amministrazione,20,Addetti,11.6,Capestrano
Altro,4,Addetti,1.1,Capestrano
Industrie,6,Addetti,48.9,Belforte Monferrato
Servizi,12,Addetti,10.4,Belforte Monferrato
Amministrazione,8,Addetti,0.6,Belforte Monferrato
Altro,15,Addetti,5.3,Belforte Monferrato
Industrie,13,Addetti,5.6,Vigliano d'Asti
Servizi,16,Addetti,4.0,Vigliano d'Asti
Amministrazione,7,Addetti,1.5,Vigliano d'Asti
Altro,28,Addetti,7.1,Vigliano d'Asti
Industrie,456,Addetti,0.4415,Caronno Pertusella
Servizi,223,Addetti,88.5,Caronno Pertusella
Amministrazione,41,Addetti,38.7,Caronno Pertusella
Altro,242,Addetti,83.7,Caronno Pertusella
Industrie,284,Addetti,0.1086,Capurso
Servizi,455,Addetti,0.1001,Capurso
Amministrazione,21,Addetti,23.3,Capurso
Altro,165,Addetti,61.3,Capurso
Industrie,387,Addetti,0.5199,Dalmine
Servizi,364,Addetti,0.1143,Dalmine
Amministrazione,58,Addetti,65.1,Dalmine
Altro,417,Addetti,0.1833,Dalmine
Industrie,34,Addetti,22.8,San Gregorio nelle Alpi
Servizi,18,Addetti,3.7,San Gregorio nelle Alpi
Amministrazione,12,Addetti,2.6,San Gregorio nelle Alpi
Altro,26,Addetti,6.7,San Gregorio nelle Alpi
Industrie,15,Addetti,5.6,Castelnuovo Bormida
Servizi,10,Addetti,2.0,Castelnuovo Bormida
Amministrazione,5,Addetti,5.7,Castelnuovo Bormida
Altro,17,Addetti,6.6,Castelnuovo Bormida
Industrie,7,Addetti,5.0,Cibiana di Cadore
Servizi,3,Addetti,0.6,Cibiana di Cadore
Amministrazione,4,Addetti,0.7,Cibiana di Cadore
Altro,10,Addetti,3.0,Cibiana di Cadore
Industrie,308,Addetti,0.2163,Fagnano Olona
Servizi,211,Addetti,49.5,Fagnano Olona
Amministrazione,48,Addetti,23.7,Fagnano Olona
Altro,193,Addetti,61.1,Fagnano Olona
Industrie,10,Addetti,9.4,Pontey
Servizi,7,Addetti,1.1,Pontey
Amministrazione,8,Addetti,4.0,Pontey
Altro,12,Addetti,2.0,Pontey
Industrie,134,Addetti,0.1858,Brescello
Servizi,107,Addetti,26.5,Brescello
Amministrazione,29,Addetti,25.3,Brescello
Altro,132,Addetti,45.1,Brescello
Industrie,87,Addetti,79.9,Madignano
Servizi,53,Addetti,20.9,Madignano
Amministrazione,8,Addetti,3.8,Madignano
Altro,48,Addetti,17.5,Madignano
Industrie,32,Addetti,32.4,Isola Dovarese
Servizi,18,Addetti,5.1,Isola Dovarese
Amministrazione,14,Addetti,6.7,Isola Dovarese
Altro,23,Addetti,7.6,Isola Dovarese
Industrie,123,Addetti,62.5,Siziano
Servizi,99,Addetti,36.6,Siziano
Amministrazione,21,Addetti,13.6,Siziano
Altro,114,Addetti,34.0,Siziano
Industrie,19,Addetti,4.4,Brusson
Servizi,28,Addetti,5.1,Brusson
Amministrazione,26,Addetti,8.3,Brusson
Altro,50,Addetti,13.8,Brusson
Industrie,40,Addetti,25.7,Monasterolo di Savigliano
Servizi,32,Addetti,7.6,Monasterolo di Savigliano
Amministrazione,7,Addetti,1.4,Monasterolo di Savigliano
Altro,28,Addetti,7.4,Monasterolo di Savigliano
Industrie,27,Addetti,8.6,Dossena
Servizi,11,Addetti,2.1,Dossena
Amministrazione,9,Addetti,7.0,Dossena
Altro,21,Addetti,4.9,Dossena
Industrie,125,Addetti,0.1006,Vittuone
Servizi,126,Addetti,51.8,Vittuone
Amministrazione,16,Addetti,62.5,Vittuone
Altro,168,Addetti,72.0,Vittuone
Industrie,43,Addetti,11.6,Camporgiano
Servizi,32,Addetti,5.9,Camporgiano
Amministrazione,23,Addetti,7.1,Camporgiano
Altro,43,Addetti,12.6,Camporgiano
Industrie,27,Addetti,13.5,Nalles
Servizi,33,Addetti,9.3,Nalles
Amministrazione,18,Addetti,3.9,Nalles
Altro,65,Addetti,14.2,Nalles
Industrie,11,Addetti,2.0,Proves
Servizi,1,Addetti,0.1,Proves
Amministrazione,6,Addetti,1.0,Proves
Altro,14,Addetti,2.2,Proves
Industrie,1068,Addetti,0.9748,Schio
Servizi,872,Addetti,0.2294999999999999,Schio
Amministrazione,167,Addetti,0.4175,Schio
Altro,1029,Addetti,0.3989,Schio
Industrie,154,Addetti,87.7,Serravalle Sesia
Servizi,96,Addetti,21.0,Serravalle Sesia
Amministrazione,33,Addetti,17.7,Serravalle Sesia
Altro,102,Addetti,33.7,Serravalle Sesia
Industrie,579,Addetti,0.3328,Bastia Umbra
Servizi,645,Addetti,0.1691,Bastia Umbra
Amministrazione,87,Addetti,0.1411,Bastia Umbra
Altro,480,Addetti,0.1566,Bastia Umbra
Industrie,163,Addetti,68.2,Uzzano
Servizi,109,Addetti,21.6,Uzzano
Amministrazione,25,Addetti,12.7,Uzzano
Altro,99,Addetti,27.7,Uzzano
Industrie,40,Addetti,19.7,Illasi
Servizi,90,Addetti,24.5,Illasi
Amministrazione,29,Addetti,16.1,Illasi
Altro,166,Addetti,34.7,Illasi
Industrie,100,Addetti,38.7,Caprino Bergamasco
Servizi,44,Addetti,8.9,Caprino Bergamasco
Amministrazione,15,Addetti,26.8,Caprino Bergamasco
Altro,58,Addetti,17.4,Caprino Bergamasco
Industrie,34,Addetti,8.3,Dolcedo
Servizi,29,Addetti,4.9,Dolcedo
Amministrazione,12,Addetti,4.0,Dolcedo
Altro,16,Addetti,4.2,Dolcedo
Industrie,48,Addetti,10.3,Magliano in Toscana
Servizi,69,Addetti,11.6,Magliano in Toscana
Amministrazione,27,Addetti,6.3,Magliano in Toscana
Altro,105,Addetti,29.6,Magliano in Toscana
Industrie,346,Addetti,0.2111,Belpasso
Servizi,382,Addetti,99.2,Belpasso
Amministrazione,76,Addetti,60.7,Belpasso
Altro,327,Addetti,0.1109,Belpasso
Industrie,56,Addetti,22.0,Belforte del Chienti
Servizi,34,Addetti,5.7,Belforte del Chienti
Amministrazione,15,Addetti,3.8,Belforte del Chienti
Altro,28,Addetti,10.8,Belforte del Chienti
Industrie,13,Addetti,5.5,Mazzin
Servizi,11,Addetti,2.5,Mazzin
Amministrazione,5,Addetti,0.8,Mazzin
Altro,20,Addetti,5.9,Mazzin
Industrie,31,Addetti,11.0,Sant'Apollinare
Servizi,31,Addetti,5.0,Sant'Apollinare
Amministrazione,10,Addetti,6.0,Sant'Apollinare
Altro,33,Addetti,7.5,Sant'Apollinare
Industrie,131,Addetti,41.4,Gioiosa Marea
Servizi,168,Addetti,29.0,Gioiosa Marea
Amministrazione,45,Addetti,21.9,Gioiosa Marea
Altro,170,Addetti,45.5,Gioiosa Marea
Industrie,9,Addetti,3.3,San Basile
Servizi,21,Addetti,4.3,San Basile
Amministrazione,4,Addetti,1.5,San Basile
Altro,20,Addetti,4.3,San Basile
Industrie,83,Addetti,94.1,San Pellegrino Terme
Servizi,91,Addetti,21.8,San Pellegrino Terme
Amministrazione,38,Addetti,46.4,San Pellegrino Terme
Altro,123,Addetti,46.5,San Pellegrino Terme
Industrie,11,Addetti,68.7,Coniolo
Servizi,6,Addetti,1.3,Coniolo
Amministrazione,4,Addetti,0.4,Coniolo
Altro,12,Addetti,3.6,Coniolo
Industrie,40,Addetti,9.6,Aquilonia
Servizi,43,Addetti,6.7,Aquilonia
Amministrazione,10,Addetti,7.0,Aquilonia
Altro,49,Addetti,11.2,Aquilonia
Industrie,158,Addetti,69.0,Brisighella
Servizi,127,Addetti,24.6,Brisighella
Amministrazione,67,Addetti,29.0,Brisighella
Altro,185,Addetti,55.4,Brisighella
Industrie,10,Addetti,3.6,Mara
Servizi,7,Addetti,1.5,Mara
Amministrazione,7,Addetti,9.8,Mara
Altro,15,Addetti,3.7,Mara
Industrie,372,Addetti,0.1432,San Pietro in Cariano
Servizi,355,Addetti,77.8,San Pietro in Cariano
Amministrazione,62,Addetti,31.8,San Pietro in Cariano
Altro,360,Addetti,0.1278,San Pietro in Cariano
Industrie,40,Addetti,25.4,Colere
Servizi,29,Addetti,6.5,Colere
Amministrazione,11,Addetti,3.1,Colere
Altro,52,Addetti,12.4,Colere
Industrie,43,Addetti,32.8,Barbiano
Servizi,15,Addetti,1.8,Barbiano
Amministrazione,25,Addetti,5.2,Barbiano
Altro,49,Addetti,13.1,Barbiano
Industrie,360,Addetti,0.1616,Clusone
Servizi,278,Addetti,78.6,Clusone
Amministrazione,80,Addetti,93.3,Clusone
Altro,335,Addetti,0.1145,Clusone
Industrie,50,Addetti,18.6,Borghi
Servizi,37,Addetti,6.3,Borghi
Amministrazione,20,Addetti,7.5,Borghi
Altro,36,Addetti,9.8,Borghi
Industrie,10,Addetti,2.1,Rota Greca
Servizi,21,Addetti,2.6,Rota Greca
Amministrazione,6,Addetti,6.8,Rota Greca
Altro,30,Addetti,10.4,Rota Greca
Industrie,36,Addetti,41.7,Dubino
Servizi,87,Addetti,25.5,Dubino
Amministrazione,22,Addetti,26.9,Dubino
Altro,108,Addetti,28.4,Dubino
Industrie,66,Addetti,23.7,Valfurva
Servizi,37,Addetti,5.9,Valfurva
Amministrazione,22,Addetti,11.8,Valfurva
Altro,131,Addetti,54.0,Valfurva
Industrie,341,Addetti,0.1794,Caldogno
Servizi,255,Addetti,55.0,Caldogno
Amministrazione,34,Addetti,18.8,Caldogno
Altro,210,Addetti,73.6,Caldogno
Industrie,40,Addetti,13.1,Sant'Elia a Pianisi
Servizi,46,Addetti,7.5,Sant'Elia a Pianisi
Amministrazione,13,Addetti,9.0,Sant'Elia a Pianisi
Altro,42,Addetti,12.9,Sant'Elia a Pianisi
Industrie,206,Addetti,65.8,Recco
Servizi,312,Addetti,86.1,Recco
Amministrazione,70,Addetti,52.3,Recco
Altro,293,Addetti,0.1074,Recco
Industrie,103,Addetti,25.4,Malcesine
Servizi,177,Addetti,36.3,Malcesine
Amministrazione,32,Addetti,29.8,Malcesine
Altro,316,Addetti,0.1156,Malcesine
Industrie,88,Addetti,31.3,Minervino di Lecce
Servizi,60,Addetti,8.7,Minervino di Lecce
Amministrazione,23,Addetti,6.1,Minervino di Lecce
Altro,77,Addetti,18.4,Minervino di Lecce
Industrie,70,Addetti,22.3,Maenza
Servizi,29,Addetti,5.7,Maenza
Amministrazione,7,Addetti,6.5,Maenza
Altro,49,Addetti,13.0,Maenza
Industrie,280,Addetti,0.229,Treviolo
Servizi,198,Addetti,36.3,Treviolo
Amministrazione,36,Addetti,20.7,Treviolo
Altro,149,Addetti,44.4,Treviolo
Industrie,108,Addetti,49.3,Fornovo San Giovanni
Servizi,28,Addetti,6.1,Fornovo San Giovanni
Amministrazione,12,Addetti,4.1,Fornovo San Giovanni
Altro,115,Addetti,31.0,Fornovo San Giovanni
Industrie,22,Addetti,33.1,Lenna
Servizi,11,Addetti,2.3,Lenna
Amministrazione,11,Addetti,1.9,Lenna
Altro,22,Addetti,6.4,Lenna
Industrie,185,Addetti,93.8,Mede
Servizi,184,Addetti,41.0,Mede
Amministrazione,42,Addetti,42.7,Mede
Altro,140,Addetti,49.6,Mede
Industrie,16,Addetti,8.2,Rive d'Arcano
Servizi,58,Addetti,10.3,Rive d'Arcano
Amministrazione,24,Addetti,4.1,Rive d'Arcano
Altro,65,Addetti,23.9,Rive d'Arcano
Industrie,3,Addetti,1.1,Resiutta
Servizi,16,Addetti,3.8,Resiutta
Amministrazione,7,Addetti,1.0,Resiutta
Altro,13,Addetti,4.6,Resiutta
Industrie,36,Addetti,10.6,Civitaquana
Servizi,30,Addetti,4.2,Civitaquana
Amministrazione,6,Addetti,9.0,Civitaquana
Altro,24,Addetti,8.2,Civitaquana
Industrie,13,Addetti,5.5,Godiasco Salice Terme
Servizi,92,Addetti,19.3,Godiasco Salice Terme
Amministrazione,22,Addetti,23.2,Godiasco Salice Terme
Altro,133,Addetti,45.8,Godiasco Salice Terme
Industrie,95,Addetti,58.5,Dosolo
Servizi,75,Addetti,15.1,Dosolo
Amministrazione,19,Addetti,9.3,Dosolo
Altro,67,Addetti,21.7,Dosolo
Industrie,187,Addetti,0.2619,Sarego
Servizi,92,Addetti,19.9,Sarego
Amministrazione,27,Addetti,24.8,Sarego
Altro,78,Addetti,23.4,Sarego
Industrie,58,Addetti,33.1,Lomello
Servizi,56,Addetti,10.7,Lomello
Amministrazione,14,Addetti,12.9,Lomello
Altro,56,Addetti,12.9,Lomello
Industrie,12,Addetti,3.5,Torre d'Arese
Servizi,9,Addetti,1.6,Torre d'Arese
Amministrazione,2,Addetti,0.3,Torre d'Arese
Altro,8,Addetti,3.1,Torre d'Arese
Industrie,1,Addetti,0.8,Dorzano
Servizi,11,Addetti,3.0,Dorzano
Amministrazione,2,Addetti,0.4,Dorzano
Altro,16,Addetti,7.2,Dorzano
Industrie,241,Addetti,0.1414,Foiano della Chiana
Servizi,178,Addetti,38.1,Foiano della Chiana
Amministrazione,67,Addetti,27.1,Foiano della Chiana
Altro,237,Addetti,65.9,Foiano della Chiana
Industrie,4,Addetti,2.1,Bedulita
Servizi,5,Addetti,1.1,Bedulita
Amministrazione,3,Addetti,1.0,Bedulita
Altro,26,Addetti,9.6,Bedulita
Industrie,81,Addetti,55.8,Melara
Servizi,41,Addetti,11.2,Melara
Amministrazione,7,Addetti,5.6,Melara
Altro,29,Addetti,9.3,Melara
Industrie,43,Addetti,15.7,Torre Orsaia
Servizi,58,Addetti,10.8,Torre Orsaia
Amministrazione,18,Addetti,36.6,Torre Orsaia
Altro,48,Addetti,12.0,Torre Orsaia
Industrie,4,Addetti,1.6,Sorbo Serpico
Servizi,6,Addetti,0.7,Sorbo Serpico
Amministrazione,4,Addetti,0.9,Sorbo Serpico
Altro,13,Addetti,1.4,Sorbo Serpico
Industrie,28,Addetti,10.4,Casaleggio Novara
Servizi,11,Addetti,1.6,Casaleggio Novara
Amministrazione,6,Addetti,1.3,Casaleggio Novara
Altro,15,Addetti,3.4,Casaleggio Novara
Industrie,154,Addetti,0.1022,Pravisdomini
Servizi,47,Addetti,11.2,Pravisdomini
Amministrazione,22,Addetti,6.1,Pravisdomini
Altro,57,Addetti,18.6,Pravisdomini
Industrie,61,Addetti,17.6,Simaxis
Servizi,65,Addetti,12.4,Simaxis
Amministrazione,14,Addetti,13.0,Simaxis
Altro,32,Addetti,10.3,Simaxis
Industrie,13,Addetti,4.3,Ardauli
Servizi,27,Addetti,3.9,Ardauli
Amministrazione,7,Addetti,9.1,Ardauli
Altro,27,Addetti,8.7,Ardauli
Industrie,7,Addetti,1.8,Argegno
Servizi,17,Addetti,2.8,Argegno
